battery_id,battery_name,celvollo,celvolhi,imbalance,soc,kw,kvar,volts,charge_rate,created_on_ts
81,Battery-14,2.3641,2.3764,12.3,33,27.01,0.34,232.6,-90,2023-06-14 15:09:24.282568+10
81,Battery-14,2.3654,2.3764,11,33.5,26.97,0.41,231.5,-90,2023-06-14 15:10:24.546438+10
81,Battery-14,2.3654,2.3782,12.8,34,27.04,0.41,233,-90,2023-06-14 15:11:24.114178+10
81,Battery-14,2.3654,2.3782,12.8,35,27.01,0.44,233.2,-90,2023-06-14 15:12:24.342588+10
81,Battery-14,2.3669,2.3815,14.6,36,30.02,0.44,232.2,-100,2023-06-14 15:13:53.894186+10
81,Battery-14,2.3669,2.3815,14.6,36,30.02,0.44,232.2,-100,2023-06-14 15:14:00.272969+10
81,Battery-14,2.3682,2.3815,13.3,36,30.09,0.41,232.1,-100,2023-06-14 15:14:23.660848+10
81,Battery-14,2.3682,2.3831,14.9,37.5,29.89,0.41,229.2,-100,2023-06-14 15:15:53.49713+10
81,Battery-14,2.3682,2.3818,13.6,37.5,29.86,0.48,229.1,-100,2023-06-14 15:16:23.894754+10
81,Battery-14,2.3693,2.383,13.7,38.5,30.02,0.48,229.8,-100,2023-06-14 15:17:23.880022+10
81,Battery-14,2.3705,2.3841,13.6,39,29.86,0.41,231.1,-100,2023-06-14 15:18:23.145589+10
81,Battery-14,2.3705,2.3841,13.6,40,29.82,0.48,230.7,-100,2023-06-14 15:19:23.477381+10
81,Battery-14,2.3705,2.387,16.5,40.5,30.05,0.41,228.3,-100,2023-06-14 15:20:24.095872+10
81,Battery-14,2.3717,2.3856,13.9,41.5,29.89,0.38,231.6,-100,2023-06-14 15:21:23.634931+10
81,Battery-14,2.3717,2.3856,13.9,42,29.99,0.44,231,-100,2023-06-14 15:22:23.610268+10
81,Battery-14,2.3728,2.3879,15.1,42.5,29.82,0.48,232.2,-100,2023-06-14 15:23:23.536489+10
81,Battery-14,2.3728,2.3906,17.8,43.5,30.02,0.48,233.2,-100,2023-06-14 15:24:23.336881+10
81,Battery-14,2.3743,2.3893,15,44,30.02,0.44,230.8,-100,2023-06-14 15:25:23.611418+10
81,Battery-14,2.3743,2.3917,17.4,45,29.86,0.41,231.2,-100,2023-06-14 15:26:23.647275+10
81,Battery-14,2.3755,2.3905,15,45.5,29.92,0.41,231.8,-100,2023-06-14 15:27:23.853936+10
81,Battery-14,2.3767,2.393,16.3,46.5,29.86,0.44,231.6,-100,2023-06-14 15:28:23.497583+10
81,Battery-14,2.3767,2.3945,17.8,47,30.05,0.38,231.5,-100,2023-06-14 15:29:25.028435+10
81,Battery-14,2.3783,2.3957,17.4,47.5,30.09,0.41,230.2,-100,2023-06-14 15:30:25.202888+10
81,Battery-14,2.3783,2.3975,19.2,48.5,30.02,0.44,231,-100,2023-06-14 15:31:24.752389+10
81,Battery-14,2.3799,2.3982,18.3,49,29.92,0.38,230.7,-100,2023-06-14 15:32:26.29944+10
81,Battery-14,2.3813,2.3982,16.9,50,29.92,0.48,229.1,-100,2023-06-14 15:33:27.420445+10
81,Battery-14,2.3823,2.3995,17.2,50.5,29.79,0.38,228.2,-100,2023-06-14 15:34:24.884503+10
81,Battery-14,2.3823,2.4006,18.3,51.5,29.92,0.48,229.2,-100,2023-06-14 15:35:23.955548+10
81,Battery-14,2.3837,2.4034,19.7,52,29.82,0.38,229.3,-100,2023-06-14 15:36:23.674027+10
81,Battery-14,2.385,2.4037,18.7,53,29.92,0.44,230.7,-100,2023-06-14 15:37:23.874593+10
81,Battery-14,2.3864,2.4053,18.9,53.5,29.82,0.41,232.5,-100,2023-06-14 15:38:23.802197+10
81,Battery-14,2.3877,2.4065,18.8,54,29.89,0.48,233.1,-100,2023-06-14 15:39:23.231085+10
81,Battery-14,2.3889,2.4078,18.9,55,29.92,0.44,233,-100,2023-06-14 15:40:24.915252+10
81,Battery-14,2.39,2.409,19,55.5,29.92,0.44,232.5,-100,2023-06-14 15:41:24.096242+10
81,Battery-14,2.3915,2.4104,18.9,56.5,30.02,0.41,232.1,-100,2023-06-14 15:42:25.313225+10
81,Battery-14,2.3938,2.4123,18.5,57,29.92,0.44,230.7,-100,2023-06-14 15:43:24.236355+10
81,Battery-14,2.3954,2.4135,18.1,58,29.79,0.44,231.6,-100,2023-06-14 15:44:23.484004+10
81,Battery-14,2.3967,2.4152,18.5,58.5,29.99,0.44,230.6,-100,2023-06-14 15:45:38.886615+10
81,Battery-14,2.3983,2.417,18.7,59,29.89,0.51,231.2,-100,2023-06-14 15:46:24.426012+10
81,Battery-14,2.3994,2.4186,19.2,60,30.05,0.51,229.2,-100,2023-06-14 15:47:23.533167+10
81,Battery-14,2.4018,2.4213,19.5,60.5,29.99,0.48,230,-100,2023-06-14 15:48:23.275453+10
81,Battery-14,2.4032,2.4227,19.5,61.5,29.96,0.44,229.8,-100,2023-06-14 15:49:23.079869+10
81,Battery-14,2.4057,2.4239,18.2,62,29.79,0.44,228.9,-100,2023-06-14 15:50:23.841298+10
81,Battery-14,2.407,2.4265,19.5,63,30.09,0.41,230.3,-100,2023-06-14 15:51:23.743924+10
81,Battery-14,2.4093,2.4281,18.8,63.5,29.92,0.51,230.2,-100,2023-06-14 15:52:24.000156+10
81,Battery-14,2.4115,2.4295,18,64,29.82,0.44,229.7,-100,2023-06-14 15:53:23.067656+10
81,Battery-14,2.4191,2.4396,20.5,67,29.89,0.41,228.9,-100,2023-06-14 15:57:23.264201+10
81,Battery-14,2.4191,2.4396,20.5,67,29.89,0.41,228.9,-100,2023-06-14 15:57:26.339085+10
81,Battery-14,2.4222,2.442,19.8,67.5,30.02,0.48,226.8,-100,2023-06-14 15:58:23.166197+10
81,Battery-14,2.4246,2.4438,19.2,68.5,29.96,0.51,227.4,-100,2023-06-14 15:59:23.079115+10
81,Battery-14,2.4268,2.4455,18.7,69,30.02,0.48,225.5,-100,2023-06-14 16:00:24.591369+10
81,Battery-14,2.4297,2.4481,18.4,70,29.89,0.51,226,-100,2023-06-14 16:01:24.304869+10
81,Battery-14,2.4345,2.4544,19.9,71.5,29.82,0.51,226,-100,2023-06-14 16:03:23.28211+10
81,Battery-14,2.4369,2.4559,19,72,29.86,0.34,227.2,-100,2023-06-14 16:04:23.079592+10
81,Battery-14,2.4398,2.459,19.2,72.5,29.86,0.38,227.8,-100,2023-06-14 16:05:24.016329+10
81,Battery-14,2.443,2.4617,18.7,73.5,29.82,0.51,228.8,-100,2023-06-14 16:06:23.78538+10
81,Battery-14,2.4469,2.4656,18.7,74.5,29.89,0.48,228.3,-100,2023-06-14 16:07:54.240229+10
81,Battery-14,2.448,2.4674,19.4,74.5,29.76,0.44,228.4,-100,2023-06-14 16:08:24.766258+10
81,Battery-14,2.4502,2.4692,19,75.5,29.82,0.48,229.2,-100,2023-06-14 16:09:23.377413+10
81,Battery-14,2.4541,2.4736,19.5,76,29.82,0.48,230.2,-100,2023-06-14 16:10:24.372923+10
81,Battery-14,2.4562,2.4758,19.6,77,29.72,0.57,230.7,-100,2023-06-14 16:11:24.07287+10
81,Battery-14,2.4595,2.4783,18.8,77.5,29.99,0.51,231.1,-100,2023-06-14 16:12:25.55074+10
81,Battery-14,2.4652,2.4833,18.1,78.5,29.79,0.54,231.3,-100,2023-06-14 16:13:53.458745+10
81,Battery-14,2.4668,2.4858,19,79,29.79,0.51,231.6,-100,2023-06-14 16:14:25.940038+10
81,Battery-14,2.4708,2.4895,18.7,80,29.82,0.41,231.2,-100,2023-06-14 16:16:00.581399+10
81,Battery-14,2.4719,2.4911,19.2,80.5,29.79,0.44,230.3,-100,2023-06-14 16:16:24.574111+10
81,Battery-14,2.4755,2.4952,19.7,81,29.82,0.41,229.7,-100,2023-06-14 16:17:23.983748+10
81,Battery-14,2.4786,2.4988,20.2,81.5,29.96,0.44,231.2,-100,2023-06-14 16:18:24.043517+10
81,Battery-14,2.4822,2.5017,19.5,82.5,29.89,0.51,231.1,-100,2023-06-14 16:19:23.296981+10
81,Battery-14,2.4869,2.5039,17,83,29.82,0.48,230.1,-100,2023-06-14 16:20:24.711986+10
81,Battery-14,2.4895,2.5081,18.6,83.5,29.86,0.44,229.3,-100,2023-06-14 16:21:24.387008+10
81,Battery-14,2.4927,2.5118,19.1,84.5,29.92,0.44,228.9,-100,2023-06-14 16:22:25.452404+10
81,Battery-14,2.4963,2.5157,19.4,85,29.89,0.41,228.9,-100,2023-06-14 16:23:23.940261+10
81,Battery-14,2.5014,2.5188,17.4,86,29.86,0.44,227.7,-100,2023-06-14 16:24:23.600764+10
81,Battery-14,2.503,2.5224,19.4,86.5,29.99,0.41,227.6,-100,2023-06-14 16:25:27.656218+10
81,Battery-14,2.5072,2.5267,19.5,87,30.02,0.44,228.3,-100,2023-06-14 16:26:23.954864+10
81,Battery-14,2.512,2.5282,16.2,88,29.79,0.48,228.9,-100,2023-06-14 16:27:24.663241+10
81,Battery-14,2.5042,2.5167,12.5,88.5,9.12,0.18,233.1,-30,2023-06-14 16:28:24.022998+10
81,Battery-14,2.5028,2.5144,11.6,88.5,9.12,0.14,231.6,-30,2023-06-14 16:29:23.758756+10
81,Battery-14,2.5052,2.5159,10.7,88.5,9.09,0.14,227.3,-30,2023-06-14 16:30:24.274081+10
81,Battery-14,2.5073,2.5171,9.8,89,9.05,0.18,226.9,-30,2023-06-14 16:31:26.235207+10
81,Battery-14,2.5098,2.5194,9.6,89,9.12,0.18,225.8,-30,2023-06-14 16:32:54.106602+10
81,Battery-14,2.5098,2.5205,10.7,89.5,9.05,0.18,229.2,-30,2023-06-14 16:33:39.023174+10
81,Battery-14,2.5098,2.5216,11.8,89.5,9.09,0.14,229.4,-30,2023-06-14 16:34:24.97622+10
81,Battery-14,2.5112,2.5228,11.6,89.5,9.12,0.14,233.1,-30,2023-06-14 16:35:25.617008+10
81,Battery-14,2.5123,2.5243,12,90,9.12,0.18,231.8,-30,2023-06-14 16:36:23.679101+10
81,Battery-14,2.5135,2.5243,10.8,90,9.05,0.21,231.5,-30,2023-06-14 16:37:24.971303+10
81,Battery-14,2.515,2.5243,9.3,90.5,9.12,0.18,230.2,-30,2023-06-14 16:38:24.426137+10
81,Battery-14,2.5161,2.5259,9.8,90.5,9.09,0.18,231,-30,2023-06-14 16:39:23.855954+10
81,Battery-14,2.5161,2.5273,11.2,90.5,9.09,0.18,229.6,-30,2023-06-14 16:40:25.048883+10
81,Battery-14,2.5173,2.5273,10,91,9.09,0.18,231.3,-30,2023-06-14 16:41:25.222375+10
81,Battery-14,2.5184,2.5273,8.9,91,9.05,0.21,230.7,-30,2023-06-14 16:42:24.568129+10
81,Battery-14,2.5196,2.5297,10.1,91.5,9.02,0.18,230.8,-30,2023-06-14 16:44:08.528023+10
81,Battery-14,2.5207,2.5297,9,91.5,9.12,0.18,229.6,-30,2023-06-14 16:44:24.464181+10
81,Battery-14,2.5218,2.5297,7.9,91.5,9.12,0.21,229.4,-30,2023-06-14 16:45:24.383751+10
81,Battery-14,2.5233,2.531,7.7,92,9.02,0.21,229.3,-30,2023-06-14 16:46:24.395088+10
81,Battery-14,2.5233,2.531,7.7,92,9.09,0.21,229.4,-30,2023-06-14 16:47:24.341641+10
81,Battery-14,2.5244,2.5322,7.8,92.5,9.05,0.21,229.7,-30,2023-06-14 16:48:23.487979+10
81,Battery-14,2.5244,2.5332,8.8,92.5,9.05,0.18,230,-30,2023-06-14 16:49:23.450782+10
81,Battery-14,2.5265,2.5344,7.9,92.5,9.09,0.18,228.6,-30,2023-06-14 16:50:24.206321+10
81,Battery-14,2.5265,2.5344,7.9,93,9.15,0.21,230.3,-30,2023-06-14 16:51:25.924309+10
81,Battery-14,2.5277,2.5361,8.4,93,9.12,0.18,230.5,-30,2023-06-14 16:52:24.841699+10
81,Battery-14,2.5277,2.5386,10.9,93.5,9.09,0.18,230.6,-30,2023-06-14 16:53:24.051319+10
81,Battery-14,2.5291,2.5387,9.6,93.5,9.12,0.18,230.5,-30,2023-06-14 16:54:23.443009+10
81,Battery-14,2.5291,2.5401,11,93.5,9.15,0.18,230.1,-30,2023-06-14 16:55:24.544595+10
81,Battery-14,2.5302,2.5414,11.2,94,9.12,0.21,230.8,-30,2023-06-14 16:56:24.124719+10
81,Battery-14,2.5313,2.5426,11.3,94,9.09,0.18,231,-30,2023-06-14 16:57:24.57556+10
81,Battery-14,2.5313,2.5438,12.5,94.5,9.12,0.18,230.7,-30,2023-06-14 16:58:23.769401+10
81,Battery-14,2.5334,2.5449,11.5,94.5,9.05,0.18,230,-30,2023-06-14 16:59:23.300201+10
81,Battery-14,2.5334,2.5461,12.7,94.5,9.12,0.18,230.3,-30,2023-06-14 17:00:24.986661+10
81,Battery-14,2.5355,2.5498,14.3,95,9.05,0.18,226.9,-30,2023-06-14 17:02:25.451176+10
81,Battery-14,2.5367,2.5529,16.2,95.5,9.05,0.18,226.7,-30,2023-06-14 17:03:24.65875+10
81,Battery-14,2.5392,2.5529,13.7,95.5,9.05,0.18,225.9,-30,2023-06-14 17:04:24.103612+10
81,Battery-14,2.5403,2.5565,16.2,95.5,9.12,0.14,225.9,-30,2023-06-14 17:05:24.761386+10
81,Battery-14,2.5415,2.559,17.5,96,9.12,0.18,225.4,-30,2023-06-14 17:06:24.564806+10
81,Battery-14,2.5427,2.5601,17.4,96,9.15,0.18,227.2,-30,2023-06-14 17:07:25.104494+10
81,Battery-14,2.5453,2.5629,17.6,96.5,9.12,0.14,227.8,-30,2023-06-14 17:08:24.577467+10
81,Battery-14,2.5464,2.5653,18.9,96.5,9.12,0.21,225.9,-30,2023-06-14 17:09:24.451429+10
81,Battery-14,2.5475,2.5668,19.3,96.5,9.09,0.21,224.8,-30,2023-06-14 17:10:24.752742+10
81,Battery-14,2.5498,2.5697,19.9,97,9.05,0.18,223.4,-30,2023-06-14 17:11:24.581167+10
81,Battery-14,2.551,2.5731,22.1,97,9.05,0.18,219.6,-30,2023-06-14 17:12:24.458806+10
81,Battery-14,2.5538,2.576,22.2,97.5,9.09,0.21,218.1,-30,2023-06-14 17:13:24.674134+10
81,Battery-14,2.555,2.5787,23.7,97.5,9.12,0.18,218.3,-30,2023-06-14 17:14:23.776592+10
81,Battery-14,2.5578,2.5807,22.9,97.5,9.15,0.08,220.9,-30,2023-06-14 17:15:25.674992+10
81,Battery-14,2.559,2.5832,24.2,98,9.12,0.18,223.9,-30,2023-06-14 17:16:24.322259+10
81,Battery-14,2.5616,2.5858,24.2,98,9.09,0.18,224,-30,2023-06-14 17:17:24.491851+10
81,Battery-14,2.5643,2.5897,25.4,98,9.15,0.18,223.9,-30,2023-06-14 17:18:24.31629+10
81,Battery-14,2.5665,2.5923,25.8,98.5,9.12,0.18,222.5,-30,2023-06-14 17:19:24.867828+10
81,Battery-14,2.5693,2.5946,25.3,98.5,9.05,0.11,222.5,-30,2023-06-14 17:20:25.654694+10
81,Battery-14,2.5722,2.5971,24.9,99,9.09,0.14,221.1,-30,2023-06-14 17:21:24.388045+10
81,Battery-14,2.5747,2.6007,26,99,9.09,0.04,220.5,-30,2023-06-14 17:22:24.583012+10
81,Battery-14,2.578,2.6022,24.2,99,9.29,-0.75,220.1,-30,2023-06-14 17:23:27.281661+10
81,Battery-14,2.5802,2.6049,24.7,99.5,9.12,0.04,219.6,-30,2023-06-14 17:24:24.447742+10
81,Battery-14,2.5834,2.6074,24,99.5,9.15,0.14,221,-30,2023-06-14 17:25:24.541949+10
81,Battery-14,2.5861,2.6098,23.7,100,9.12,0.24,220.1,-30,2023-06-14 17:26:31.042709+10
81,Battery-14,2.5892,2.6124,23.2,100,9.09,0.14,220.7,-30,2023-06-14 17:27:25.417387+10
81,Battery-14,2.5914,2.6147,23.3,100,9.15,0.08,219.5,-30,2023-06-14 17:28:25.000743+10
81,Battery-14,2.5945,2.6169,22.4,100,9.12,0.04,218.8,-30,2023-06-14 17:29:24.420952+10
81,Battery-14,2.5984,2.6194,21,100,9.05,0.18,220.4,-30,2023-06-14 17:31:09.402454+10
81,Battery-14,2.5984,2.6207,22.3,100,9.05,0.11,220.1,-30,2023-06-14 17:31:27.608506+10
81,Battery-14,2.6022,2.6222,20,100,9.02,0.21,220,-30,2023-06-14 17:32:26.590015+10
81,Battery-14,2.6046,2.6247,20.1,100,9.05,0.14,220.2,-30,2023-06-14 17:33:25.231001+10
81,Battery-14,2.6084,2.6262,17.8,100,9.12,0.18,220,-30,2023-06-14 17:34:53.958103+10
81,Battery-14,2.6099,2.6273,17.4,100,9.05,0.18,219.2,-30,2023-06-14 17:35:31.418198+10
81,Battery-14,2.6112,2.6283,17.1,100,9.15,-0.09,217.7,-30,2023-06-14 17:36:26.852381+10
81,Battery-14,2.6041,2.6185,14.4,99.5,9.42,-2.64,218.3,-30,2023-06-14 17:37:25.070814+10
81,Battery-14,2.6076,2.6213,13.7,99.5,-0.12,-0.05,218.7,0,2023-06-14 17:38:25.671461+10
81,Battery-14,2.6064,2.6201,13.7,99.5,-0.12,-0.05,219.9,0,2023-06-14 17:39:25.203578+10
81,Battery-14,2.6052,2.619,13.8,99.5,1.3,-0.39,219,0,2023-06-14 17:40:26.331673+10
81,Battery-14,2.6066,2.6201,13.5,100,1.97,-2.44,218.6,0,2023-06-14 17:41:24.447652+10
81,Battery-14,2.6066,2.6201,13.5,100,-0.22,-2.21,215.9,0,2023-06-14 17:42:25.650608+10
81,Battery-14,2.6066,2.6191,12.5,99.5,-0.15,0.11,217.6,0,2023-06-14 17:43:44.410789+10
81,Battery-14,2.6055,2.618,12.5,99.5,-0.15,0.08,215.6,0,2023-06-14 17:44:55.10498+10
81,Battery-14,2.6043,2.618,13.7,99.5,-0.25,-0.05,216.6,0,2023-06-14 17:45:27.253384+10
81,Battery-14,2.6055,2.6192,13.7,100,1.83,-3.1,216.7,0,2023-06-14 17:46:55.877454+10
81,Battery-14,2.6055,2.6192,13.7,99.5,-0.09,-0.02,217.7,0,2023-06-14 17:47:31.696377+10
81,Battery-14,2.6044,2.618,13.6,99.5,-0.15,0.11,219.9,0,2023-06-14 17:48:24.789332+10
81,Battery-14,2.6044,2.617,12.6,99.5,-0.09,0.01,219.3,0,2023-06-14 17:49:24.91007+10
81,Battery-14,2.6033,2.6159,12.6,99.5,-0.22,0.01,217.8,0,2023-06-14 17:50:25.290657+10
81,Battery-14,2.602,2.6148,12.8,99.5,-0.19,0.04,217.6,0,2023-06-14 17:51:24.369421+10
81,Battery-14,2.602,2.6148,12.8,99.5,-0.19,0.14,218.6,0,2023-06-14 17:52:24.903554+10
81,Battery-14,2.601,2.6135,12.5,99.5,-0.09,0.21,219.5,0,2023-06-14 17:53:24.461437+10
81,Battery-14,2.5999,2.6135,13.6,99.5,-0.15,0.08,219.2,0,2023-06-14 17:54:23.988807+10
81,Battery-14,2.5999,2.6135,13.6,99.5,-0.12,0.11,218,0,2023-06-14 17:55:24.841917+10
81,Battery-14,2.5989,2.6135,14.6,99.5,-0.09,0.04,220.1,0,2023-06-14 17:56:24.447805+10
81,Battery-14,2.5989,2.6114,12.5,99.5,-0.09,-0.12,219.3,0,2023-06-14 17:57:24.142781+10
81,Battery-14,2.5977,2.6103,12.6,99.5,-0.19,0.04,221.5,0,2023-06-14 17:58:24.518163+10
81,Battery-14,2.5977,2.6103,12.6,99.5,-0.12,-0.02,218.7,0,2023-06-14 17:59:24.08378+10
81,Battery-14,2.5965,2.6103,13.8,99.5,-0.05,0.14,223.3,0,2023-06-14 18:00:24.804523+10
81,Battery-14,2.5954,2.6091,13.7,99.5,-0.22,0.01,222.4,0,2023-06-14 18:02:18.421194+10
81,Battery-14,2.5954,2.6091,13.7,99.5,-0.22,0.01,222.4,0,2023-06-14 18:02:23.963124+10
81,Battery-14,2.5954,2.608,12.6,99.5,-0.29,-0.05,224,0,2023-06-14 18:03:54.798314+10
81,Battery-14,2.594,2.608,14,99.5,-0.15,-0.09,223.4,0,2023-06-14 18:04:28.48413+10
81,Battery-14,2.594,2.608,14,99.5,-0.15,0.08,221,0,2023-06-14 18:05:24.907395+10
81,Battery-14,2.594,2.6069,12.9,99.5,1.87,-2.57,217.7,0,2023-06-14 18:06:24.132116+10
81,Battery-14,2.594,2.6069,12.9,99.5,-0.12,0.04,219.9,0,2023-06-14 18:07:24.189214+10
81,Battery-14,2.594,2.6081,14.1,99.5,-0.09,-0.09,215.4,0,2023-06-14 18:08:23.856662+10
81,Battery-14,2.5952,2.6081,12.9,99.5,1.54,-2.74,219.1,0,2023-06-14 18:09:23.532104+10
81,Battery-14,2.5952,2.6092,14,99.5,-0.02,-0.15,218.8,0,2023-06-14 18:10:25.50423+10
81,Battery-14,2.5952,2.6081,12.9,99.5,-0.19,0.11,216.7,0,2023-06-14 18:11:25.449745+10
81,Battery-14,2.5952,2.6081,12.9,99.5,-0.55,-3.73,215.4,0,2023-06-14 18:12:54.447242+10
81,Battery-14,2.5952,2.6093,14.1,99.5,1.8,-2.47,219.7,0,2023-06-14 18:13:54.463138+10
81,Battery-14,2.5964,2.6093,12.9,99.5,0.97,-1.55,216.6,0,2023-06-14 18:14:54.489037+10
81,Battery-14,2.5964,2.6093,12.9,99.5,2.03,-2.47,218.8,0,2023-06-14 18:15:26.046214+10
81,Battery-14,2.5964,2.6093,12.9,99.5,0.51,-0.82,218.5,0,2023-06-14 18:16:24.678046+10
81,Battery-14,2.5964,2.6093,12.9,99.5,0.41,-2.11,213.7,0,2023-06-14 18:17:25.204737+10
81,Battery-14,2.5964,2.6093,12.9,99.5,0.61,-2.04,216.7,0,2023-06-14 18:18:25.058079+10
81,Battery-14,2.5964,2.6093,12.9,99.5,-0.15,0.08,219.2,0,2023-06-14 18:19:24.217375+10
81,Battery-14,2.5964,2.6093,12.9,99.5,0.04,-3.8,217.6,0,2023-06-14 18:20:24.598066+10
81,Battery-14,2.5964,2.6093,12.9,99.5,1.14,-2.54,215.8,0,2023-06-14 18:21:29.065017+10
81,Battery-14,2.5975,2.6093,11.8,99.5,2.07,-2.27,218,0,2023-06-14 18:22:24.382144+10
81,Battery-14,2.5975,2.6105,13,99.5,-0.19,0.01,216.4,0,2023-06-14 18:23:38.260462+10
81,Battery-14,2.5975,2.6105,13,100,2,-2.01,215.7,0,2023-06-14 18:24:24.334213+10
81,Battery-14,2.5975,2.6105,13,99.5,-0.12,-0.09,217.5,0,2023-06-14 18:25:28.373527+10
81,Battery-14,2.5975,2.6105,13,99.5,-0.19,0.01,219.3,0,2023-06-14 18:26:24.374638+10
81,Battery-14,2.5975,2.6105,13,99.5,-1.61,-1.74,213.8,0,2023-06-14 18:27:26.962238+10
81,Battery-14,2.5975,2.6105,13,99.5,0.01,-0.02,213.7,0,2023-06-14 18:28:24.056565+10
81,Battery-14,2.5975,2.6105,13,99.5,1.87,-1.48,216.3,0,2023-06-14 18:29:25.087606+10
81,Battery-14,2.5975,2.6105,13,99.5,0.11,-2.08,215.4,0,2023-06-14 18:30:25.185662+10
81,Battery-14,2.5975,2.6105,13,99.5,-1.74,-3.53,213.3,0,2023-06-14 18:31:37.482054+10
81,Battery-14,2.5975,2.6093,11.8,99.5,-0.68,-1.25,213.3,0,2023-06-14 18:32:26.623812+10
81,Battery-14,2.5975,2.6093,11.8,99.5,1.7,-2.34,210.8,0,2023-06-14 18:33:24.765556+10
81,Battery-14,2.5975,2.6093,11.8,99.5,1.14,-0.82,212,0,2023-06-14 18:34:24.663073+10
81,Battery-14,2.5975,2.6093,11.8,99.5,0.31,-2.04,213.9,0,2023-06-14 18:35:32.132958+10
81,Battery-14,2.5975,2.6093,11.8,99.5,0.51,-2.87,214,0,2023-06-14 18:36:24.336941+10
81,Battery-14,2.5975,2.6093,11.8,100,1.34,-3.47,214.3,0,2023-06-14 18:37:24.726235+10
81,Battery-14,2.5975,2.6093,11.8,99.5,0.14,-4.06,215.4,0,2023-06-14 18:38:25.172379+10
81,Battery-14,2.5975,2.6093,11.8,99.5,1.17,-2.87,214,0,2023-06-14 18:39:24.215735+10
81,Battery-14,2.5975,2.6093,11.8,99.5,0.34,-2.01,215.7,0,2023-06-14 18:40:27.837189+10
81,Battery-14,2.5975,2.6093,11.8,100,0.77,-2.24,217,0,2023-06-14 18:41:24.97386+10
81,Battery-14,2.5975,2.6104,12.9,100,1.04,-0.35,217.1,0,2023-06-14 18:43:55.127691+10
81,Battery-14,2.5988,2.6104,11.6,100,1.5,-3.63,218.8,0,2023-06-14 18:44:25.528187+10
81,Battery-14,2.5975,2.6104,12.9,99.5,-0.19,0.01,219,0,2023-06-14 18:45:54.505206+10
81,Battery-14,2.5975,2.6093,11.8,99.5,-0.19,-0.05,220.6,0,2023-06-14 18:46:54.136427+10
81,Battery-14,2.5975,2.6093,11.8,99.5,-0.15,0.01,219.1,0,2023-06-14 18:47:24.732529+10
81,Battery-14,2.5975,2.6093,11.8,99.5,1.01,-0.45,218.2,0,2023-06-14 18:48:24.289133+10
81,Battery-14,2.5975,2.6093,11.8,99.5,-0.12,-0.09,219.2,0,2023-06-14 18:49:24.345303+10
81,Battery-14,2.5952,2.6093,14.1,99.5,0.91,-0.29,218.6,0,2023-06-14 18:50:24.956034+10
81,Battery-14,2.5951,2.6093,14.2,99.5,-0.15,0.01,219.2,0,2023-06-14 18:51:24.837063+10
81,Battery-14,2.5951,2.6073,12.2,99.5,-0.12,-0.05,218.5,0,2023-06-14 18:52:24.392442+10
81,Battery-14,2.5951,2.6073,12.2,99.5,-0.22,-0.05,219.1,0,2023-06-14 18:53:24.80562+10
81,Battery-14,2.594,2.6073,13.3,99.5,1.2,-0.55,215.8,0,2023-06-14 18:54:23.958192+10
81,Battery-14,2.5952,2.6073,12.1,99.5,0.84,-1.61,216.7,0,2023-06-14 18:55:25.217073+10
81,Battery-14,2.5952,2.6086,13.4,99.5,2.1,-2.41,218.6,0,2023-06-14 18:56:25.587479+10
81,Battery-14,2.5965,2.6086,12.1,99.5,-0.22,0.11,220.7,0,2023-06-14 18:57:24.869867+10
81,Battery-14,2.5952,2.6074,12.2,99.5,-0.02,0.01,220.1,0,2023-06-14 18:58:45.521046+10
81,Battery-14,2.5952,2.6074,12.2,99.5,1.73,-1.94,216.3,0,2023-06-14 18:59:23.690814+10
81,Battery-14,2.5952,2.6074,12.2,99.5,0.44,-2.08,217.5,0,2023-06-14 19:00:24.731766+10
81,Battery-14,2.5952,2.6074,12.2,99.5,0.87,-4.06,218.8,0,2023-06-14 19:01:25.41809+10
81,Battery-14,2.5964,2.6087,12.3,99.5,-0.12,-0.02,219.1,0,2023-06-14 19:03:24.63721+10
81,Battery-14,2.5952,2.6076,12.4,99.5,-0.12,0.04,221.2,0,2023-06-14 19:04:23.955969+10
81,Battery-14,2.5952,2.6076,12.4,99.5,-0.09,0.08,221.4,0,2023-06-14 19:05:24.987095+10
81,Battery-14,2.5952,2.6076,12.4,99.5,-1.05,-1.08,216.8,0,2023-06-14 19:06:24.459509+10
81,Battery-14,2.5939,2.6063,12.4,99.5,1.57,-2.84,213.8,0,2023-06-14 19:07:24.832834+10
81,Battery-14,2.5939,2.6063,12.4,99.5,1.57,-3.14,215.8,0,2023-06-14 19:08:25.025852+10
81,Battery-14,2.5939,2.6063,12.4,99.5,-1.02,-1.74,218,0,2023-06-14 19:09:23.745597+10
81,Battery-14,2.5939,2.6063,12.4,99.5,0.57,-3.96,215.7,0,2023-06-14 19:10:25.032039+10
81,Battery-14,2.5939,2.6063,12.4,99.5,-0.95,-1.15,215.1,0,2023-06-14 19:11:54.195626+10
81,Battery-14,2.5939,2.6063,12.4,99.5,-0.58,-2.04,216.3,0,2023-06-14 19:12:29.382319+10
81,Battery-14,2.5939,2.6063,12.4,99.5,1.37,-0.88,214,0,2023-06-14 19:13:32.953879+10
81,Battery-14,2.5939,2.6063,12.4,99.5,0.87,-4.03,217.1,0,2023-06-14 19:14:24.940136+10
