high_voltage_feeder_uuid,interval_ts,high_voltage_feeder_id,red_voltage_min_lvt,red_voltage_max_lvt,red_voltage_avg_lvt,red_voltage_stddev_r,red_voltage_variance_r,red_current_sum_lct,red_count_z,white_voltage_min_lvt,white_voltage_max_lvt,white_voltage_avg_lvt,white_voltage_stddev_r,white_voltage_variance_r,white_current_sum_lct,white_count_z,blue_voltage_min_lvt,blue_voltage_max_lvt,blue_voltage_avg_lvt,blue_voltage_stddev_r,blue_voltage_variance_r,blue_current_sum_lct,blue_count_z,all_voltage_min_lvt,all_voltage_max_lvt,all_voltage_avg_lvt,all_voltage_stddev_r,all_voltage_variance_r,all_current_sum_lct,all_count_z
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 16:50:00.000000 +11:00,390,224.95,247.9,239.11221,3.4676602,12.024667,841.91846,756,222.66,249.6,238.55887,3.8585963,14.888766,526.9774,634,229.56,246.6,239.46199,2.9903593,8.942248,402.1087,637,222.66,249.6,239.61464,3.517406,12.372146,2298.328,2702
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 16:45:00.000000 +11:00,390,222.6,246.29,238.41908,3.313747,10.980918,963.112,758,223.3,249,237.68446,3.7736795,14.240657,617.02563,638,230.16,245.14,238.76042,2.6434226,6.9876833,476.95694,641,222.6,249,238.88051,3.4105852,11.6320915,2535.555,2720
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 16:25:00.000000 +11:00,390,226.16,249.95,239.18631,3.696327,13.662833,737.22925,754,228.1,248.8,238.9562,3.5801713,12.817627,302.96405,634,223.27,246.9,239.77258,3.0014267,9.008562,136.82822,638,223.27,249.95,239.88956,3.55542,12.64101,1233.044,2712
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 02:40:00.000000 +11:00,390,230.1,245.08,238.56587,2.6090403,6.8070908,1240.0118,754,227.91,243.81,237.76909,2.6879427,7.2250366,929.87244,637,230.4,246.89,240.07678,2.7120278,7.3550944,838.5747,639,222.48,246.89,239.17012,2.9904544,8.942818,4098.405,2717
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 02:35:00.000000 +11:00,390,231.1,245.78,238.93997,2.5116317,6.3082943,1267.0171,755,227.85,245.16,238.25368,2.7916715,7.7934294,921.65674,639,230.8,247.26,240.52556,2.7645714,7.6428547,831.4166,640,222.78,247.26,239.61293,3.0023117,9.013876,4134.687,2719
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 02:30:00.000000 +11:00,390,230.05,244.9,238.21518,2.5914707,6.7157207,1214.0721,755,227.66,243.45,237.37704,2.7169333,7.3817267,919.71405,636,230.22,246.67,239.81624,2.796072,7.818019,865.8568,636,221.44,246.67,238.83188,3.021924,9.132025,4062.0554,2709
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 02:25:00.000000 +11:00,390,231.46,245.84,239.0511,2.6154735,6.840701,1187.1663,747,225.6,244.91,238.05702,2.785175,7.7572002,946.7033,630,230.59,247.32,240.67232,2.6982348,7.2804713,832.8769,630,222.31,247.32,239.63585,3.0586522,9.355352,4107.7744,2697
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:05:00.000000 +11:00,390,221.96,245.17,236.22879,3.0931518,9.567589,1534.9507,754,223,242.34,235.4128,3.1957953,10.213107,1185.8105,639,229.42,244.54,238.1925,2.5740304,6.625633,1074.0165,638,217.77,245.17,236.98286,3.3270662,11.069369,5310.428,2717
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:00:00.000000 +11:00,390,228.68,244.91,237.88496,2.8609595,8.185089,1432.5482,752,225.83,243.48,236.95786,3.0651314,9.39503,1073.5806,635,225.55,247.06,239.6265,2.8461905,8.1008,943.2089,637,222.69,247.06,238.55763,3.1886015,10.167179,4667.536,2706
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 09:10:00.000000 +11:00,390,226.03,248.31,236.88283,3.2393248,10.493225,1741.5632,755,224.72,243.3,236.59802,3.4303808,11.767513,1175.828,636,224.75,244.26,237.52371,2.9704278,8.8234415,1263.9661,639,224.72,248.31,237.37094,3.3276925,11.073537,4911.2188,2509
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 09:05:00.000000 +11:00,390,226.49,243.89,236.61395,2.8541486,8.146164,1785.5233,752,226.34,243.96,236.55751,3.2596686,10.62544,1149.1984,635,224.69,244.54,237.57666,2.866609,8.217448,1276.448,636,224.69,246.42,237.30923,3.1837137,10.136032,4866.4365,2509
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 09:00:00.000000 +11:00,390,226.49,246.36,236.8511,3.221098,10.375472,1873.8055,750,225.8,243.48,236.67804,3.3276331,11.073143,1211.7928,633,225.07,244.92,238.18553,2.7688289,7.666413,1248.1432,635,225.07,246.47,237.63632,3.329823,11.087721,4947.775,2503
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:55:00.000000 +11:00,390,225.69,252.01,237.08937,3.4786649,12.1011095,1707.4375,754,225.69,243.8,236.28683,3.440219,11.835106,1164.2651,636,224.69,244.6,238.0432,2.963205,8.780584,1164.6875,638,224.69,252.01,237.52716,3.4546292,11.934463,4709.883,2511
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:50:00.000000 +11:00,390,226.36,253.68,236.6936,3.5685475,12.734531,1811.3049,748,224.02,244.9,236.46841,3.4720974,12.055461,1188.213,631,224.24,244.81,238.19627,2.951874,8.71356,1144.4685,632,224.02,253.68,237.48013,3.5042598,12.279838,4762.936,2491
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:45:00.000000 +11:00,390,224.68,245.07,236.80858,3.091161,9.555277,1679.0184,751,224.3,243.15,236.20029,3.2440696,10.523988,1143.1969,633,224.09,245.6,238.09679,2.8386972,8.058202,1120.2975,634,224.09,246.44,237.38536,3.2523577,10.577831,4588.096,2497
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:40:00.000000 +11:00,390,224.38,244.65,236.38332,3.2163472,10.34489,1735.1716,756,221.12,242.8,235.92781,3.439302,11.828798,1261.7064,638,224.33,246.19,238.06369,2.772864,7.688775,1137.0046,639,221.12,246.19,237.12686,3.3527074,11.240646,4859.0317,2519
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:35:00.000000 +11:00,390,225.04,243.3,236.10349,3.1535552,9.94491,1673.2173,754,223.24,245.51,235.39134,3.3820577,11.4383135,1348.8364,637,223.88,244.93,237.29945,3.0038097,9.022873,1254.9319,639,223.24,245.51,236.64375,3.3442688,11.184134,5041.9917,2516
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:30:00.000000 +11:00,390,226.28,247.2,236.38821,3.186443,10.1534195,1755.3971,756,223.34,242.48,235.69499,3.313786,10.981178,1344.9171,638,224.17,244.92,238.06801,2.8140862,7.919081,1231.6932,639,223.34,247.2,237.08363,3.3499634,11.222256,5091.693,2519
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:25:00.000000 +11:00,390,225.69,250.08,235.9841,3.3369167,11.135014,1722.1511,753,225.5,241.38,235.0596,3.0888708,9.541122,1354.4133,637,223.17,244.49,237.30856,3.0095026,9.057106,1346.6661,638,223.17,250.08,236.50832,3.3567047,11.267467,5259.7837,2513
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:20:00.000000 +11:00,390,225.98,249.53,235.3346,3.5463436,12.576552,1848.2822,755,226.41,241.16,235.0165,2.978344,8.870533,1381.9813,639,223.95,244.32,237.34499,2.804937,7.8676715,1247.9595,640,223.95,249.53,236.2813,3.3880641,11.478979,5277.755,2508
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 08:15:00.000000 +11:00,390,225.92,250.94,235.46204,3.515536,12.3589945,1678.5787,745,226.05,241.36,234.95674,3.1768763,10.092544,1312.2095,629,223.26,244.23,237.22696,2.6580262,7.0651035,1215.898,631,223.26,250.94,236.18361,3.3154123,10.991959,5216.9736,2570
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:10:00.000000 +11:00,390,225.01,245.63,237.04126,3.5224423,12.407599,1466.0017,758,216.19,245.6,236.0719,3.7088296,13.755418,1300.7534,639,223.66,245.8,239.20859,2.699713,7.2884507,862.51373,642,216.19,246.08,238.16032,3.7019806,13.704659,4875.9194,2725
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:05:00.000000 +11:00,390,222.62,244.88,236.53578,3.9061496,15.258005,1676.0813,755,220.81,245.4,235.91618,3.765576,14.179562,1288.1298,635,223.29,245.75,238.87721,2.656768,7.0584164,897.84644,637,220.81,246.16,237.88133,3.8344178,14.702761,5068.4907,2713
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:00:00.000000 +11:00,390,221.6,246.63,236.3651,3.827719,14.651432,1644.3214,757,219.26,244.7,235.41754,3.94364,15.552296,1302.919,638,222.32,244.93,238.14935,2.6369567,6.9535403,899.01086,640,219.26,246.63,237.39467,3.8082292,14.50261,4891.4126,2713
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 17:55:00.000000 +11:00,390,222.13,245.22,236.25844,3.8417928,14.759372,1691.9111,753,222.63,245.6,235.68391,3.6655521,13.436273,1330.4601,634,223.33,245.15,237.72192,3.0417526,9.252258,1031.5028,636,222.13,245.6,237.30614,3.7560027,14.107555,5398.625,2707
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:30:00.000000 +11:00,390,223.64,247.76,236.35944,3.5506055,12.606799,1415.5576,757,223.45,243.76,234.88837,3.801117,14.448489,1343.7102,638,224.03,246.1,238.70421,3.0791373,9.481087,1009.57495,639,223.2,247.76,237.35542,3.8993225,15.204716,5223.281,2717
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:25:00.000000 +11:00,390,222.22,244.66,235.85367,3.5341425,12.490164,1542.9232,757,225.27,243.23,234.6888,3.4297147,11.762942,1388.0112,640,220.29,248.34,238.4438,3.011563,9.069511,1038.5222,642,220.29,248.34,236.99156,3.7795637,14.285102,5655.956,2724
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:20:00.000000 +11:00,390,223.91,244.43,235.622,3.8486867,14.812389,1867.5465,754,222.71,243.16,234.40677,3.6313143,13.186443,1642.479,635,220.81,244.49,238.12544,2.7177837,7.3863487,1262.7892,637,220.81,244.49,236.818,3.9000137,15.210106,6417.643,2707
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:15:00.000000 +11:00,390,225.54,246,236.91653,3.5262897,12.434719,1370.878,755,217.2,247.8,235.31767,3.7613752,14.1479435,1404.697,637,224.02,246.7,239.03964,2.7894654,7.781118,869.0874,638,217.2,247.8,237.77472,3.7715683,14.224728,4909.122,2710
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 19:00:00.000000 +11:00,390,221.33,243.59,234.69476,3.7780294,14.273507,1863.2063,752,223.61,241.48,233.7934,3.4217672,11.70849,1614.59,634,219.98,244.56,237.873,2.8656707,8.212069,1314.1266,634,219.98,244.56,236.17915,3.9053748,15.251951,6445.8154,2702
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 18:55:00.000000 +11:00,390,219.99,243.17,234.65236,3.6321697,13.1926565,1927.6399,753,223.04,241.24,233.34383,3.4684753,12.030321,1751.2753,635,220.7,245.24,237.8063,3.126189,9.773058,1347.2279,638,219.99,245.24,236.04855,3.9714744,15.77261,6649.747,2712
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:45:00.000000 +11:00,390,222.99,243.02,235.19537,3.0868564,9.528682,2066.3896,755,223.14,245.55,234.97365,3.2911122,10.83142,1578.9548,637,219.86,246.64,237.4948,3.2203412,10.370598,1605.546,640,219.86,246.64,236.35739,3.4726741,12.059465,6685.57,2722
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:40:00.000000 +11:00,390,220.56,243.28,235.70714,3.2561245,10.602346,1926.1061,753,224.14,243.08,235.11023,3.2236922,10.392192,1467.9982,640,222.21,244.46,237.37248,3.220139,10.369296,1505.6471,640,220.56,244.46,236.53954,3.4603095,11.973742,6367.267,2716
