high_voltage_feeder_uuid,interval_ts,high_voltage_feeder_id,red_voltage_min_lvt,red_voltage_max_lvt,red_voltage_avg_lvt,red_voltage_stddev_r,red_voltage_variance_r,red_current_sum_lct,red_count_z,white_voltage_min_lvt,white_voltage_max_lvt,white_voltage_avg_lvt,white_voltage_stddev_r,white_voltage_variance_r,white_current_sum_lct,white_count_z,blue_voltage_min_lvt,blue_voltage_max_lvt,blue_voltage_avg_lvt,blue_voltage_stddev_r,blue_voltage_variance_r,blue_current_sum_lct,blue_count_z,all_voltage_min_lvt,all_voltage_max_lvt,all_voltage_avg_lvt,all_voltage_stddev_r,all_voltage_variance_r,all_current_sum_lct,all_count_z
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:35:00.000000 +11:00,390,225.95,243.22,235.74757,2.7432387,7.5253587,1883.0059,756,223.63,242.23,235.0393,3.2689931,10.6863165,1479.4136,641,222.32,244.36,237.66228,2.91888,8.51986,1443.8457,640,222.32,244.36,236.63118,3.2775133,10.742093,6080.3765,2726
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:30:00.000000 +11:00,390,224.17,243.5,236.08609,2.7272723,7.4380145,1746.0273,757,224.07,246.13,235.24239,3.432116,11.77942,1472.0659,641,222.5,244.65,237.68927,3.0691104,9.419438,1453.417,641,222.5,246.13,236.8435,3.3313203,11.097694,6020.4316,2728
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:25:00.000000 +11:00,390,227.17,243.57,235.87138,2.7487953,7.555875,1826.8356,755,224.65,246.48,235.47655,3.447486,11.885159,1429.5732,639,221.36,244.66,237.58485,2.8788793,8.287947,1575.0879,639,221.36,246.48,236.77042,3.2907023,10.828722,6306.6753,2716
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:20:00.000000 +11:00,390,227.56,242.87,235.48837,2.735341,7.4820905,1788.8467,754,223.67,242.32,234.58112,3.3156226,10.993353,1471.4736,636,221.44,243.93,236.99722,2.8804832,8.297183,1442.5515,636,221.44,243.93,236.1785,3.256975,10.607885,6126.004,2713
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:15:00.000000 +11:00,390,228.68,245.02,236.45718,2.7526956,7.5773325,1733.5679,753,225.93,242.22,235.15742,3.20789,10.290559,1514.588,637,222.28,244.95,237.60632,2.7982945,7.830452,1508.9874,638,222.28,245.02,236.86948,3.2042267,10.267069,6231.7,2713
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:10:00.000000 +11:00,390,224.21,243.27,235.72878,2.9634342,8.781942,1869.8403,750,226.24,241.89,235.01833,2.9496546,8.700462,1412.7833,636,222.24,244.46,237.31001,2.8048835,7.8673716,1481.5374,638,222.24,244.51,236.4928,3.2045949,10.269428,6194.028,2709
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:05:00.000000 +11:00,390,228.11,243.51,236.19325,2.7125213,7.357772,1773.3525,756,225.68,241.84,235.25252,3.0278256,9.167727,1444.0836,640,222.26,244.68,237.45082,2.8122025,7.908483,1469.948,640,222.26,244.68,236.74118,3.1417947,9.870873,6111.0117,2721
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 07:00:00.000000 +11:00,390,223.27,244.11,236.51656,3.2109334,10.310094,1727.1321,753,227.24,243.31,236.25049,2.9637396,8.783752,1325.0719,637,223.32,245.15,237.94499,3.0316708,9.191028,1430.5852,637,223.27,245.15,237.36365,3.2624032,10.643275,5915.612,2713
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:55:00.000000 +11:00,390,225.95,247.55,236.17458,3.0424159,9.256294,1719.5431,754,226.74,242.72,235.55144,3.136916,9.840241,1299.2714,638,222.51,244.78,237.46878,3.010816,9.065014,1398.7415,638,220.77,247.55,236.85635,3.313989,10.982523,5838.182,2720
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:50:00.000000 +11:00,390,227.24,245.84,236.2552,2.9765582,8.859899,1705.237,751,226.7,242.82,235.70442,3.0676694,9.410596,1300.2291,636,222.81,244.92,237.76494,2.8746612,8.263678,1367.0579,635,222.81,245.84,237.04675,3.2373102,10.480177,5798.9834,2706
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:45:00.000000 +11:00,390,231.36,246.43,239.32484,2.7467253,7.5445004,1644.1907,752,229.23,245.31,238.51968,2.950444,8.705119,1234.2985,633,225.25,247.65,240.77893,2.6996298,7.288001,1333.9548,636,225.25,247.65,239.95941,3.1201706,9.735465,5691.5,2708
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:40:00.000000 +11:00,390,231.1,245.37,238.23796,2.5276244,6.3888855,1594.7227,750,225,244.53,237.35587,3.1657672,10.022082,1261.0505,634,223.54,246.81,239.73949,2.9752913,8.852358,1270.2675,634,223.54,246.81,238.8933,3.1927981,10.19396,5480.418,2706
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:35:00.000000 +11:00,390,228.93,245.68,238.2686,2.6915345,7.2443576,1684.7007,754,227.22,244.25,237.65814,3.0066028,9.03966,1317.1814,638,224.02,246.37,240.12292,2.88055,8.297567,1273.2471,639,224.02,246.37,239.10031,3.1549478,9.953695,5628.7603,2719
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:30:00.000000 +11:00,390,230.14,245.45,238.3366,2.6648529,7.1014414,1587.9297,754,227.16,244,237.40033,2.9502897,8.704209,1315.4131,636,223.93,246,240.01913,2.9292574,8.580548,1218.4382,635,223.93,246,238.99176,3.1431916,9.879653,5403.5376,2715
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:25:00.000000 +11:00,390,225.66,245.99,238.16376,2.8127096,7.911335,1718.9117,753,226.02,244.82,237.96393,3.0365624,9.220712,1355.2787,637,224.1,248.55,240.52252,2.936216,8.621365,1232.9276,637,224.1,248.55,239.28337,3.2333386,10.454478,5574.878,2711
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:20:00.000000 +11:00,390,225.84,242.85,235.22636,2.9197953,8.525205,1623.2819,752,222.23,241.79,234.9716,2.988127,8.928903,1217.3602,637,220.56,243.3,237.37247,2.906459,8.447504,1179.936,635,220.56,243.3,236.21855,3.2158608,10.341761,5315.731,2709
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:15:00.000000 +11:00,390,227.32,243.16,235.84056,2.6949925,7.262985,1557.9398,756,220.24,241.51,235.33856,2.8879604,8.340315,1231.3195,640,220.71,244.9,237.61873,2.9674995,8.806053,1195.746,639,220.24,244.9,236.66324,3.1091628,9.666894,5166.661,2715
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:10:00.000000 +11:00,390,226.19,243.66,235.92932,2.8490405,8.117032,1552.7595,755,225.33,241.7,235.46129,2.809912,7.895605,1221.3579,640,220.37,245.84,237.81976,2.9946175,8.967733,1150.6675,640,220.37,245.84,236.77524,3.1620674,9.99867,5174.7515,2723
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:05:00.000000 +11:00,390,228.04,243.29,235.81212,2.802601,7.8545723,1574.0905,752,225.15,242.34,235.40965,2.8738163,8.258821,1153.1156,638,221.23,244.42,237.89091,2.8674884,8.22249,1125.2164,638,221.23,244.42,236.73903,3.1587574,9.977748,5047.007,2709
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 06:00:00.000000 +11:00,390,226.58,244.21,236.96738,2.852082,8.134372,1560.5803,747,225.08,243.22,236.45238,2.9890952,8.93469,1238.1234,630,222.35,246.56,239.03436,2.9583406,8.75178,1157.1816,633,222.35,246.56,237.87323,3.2011435,10.247319,5169.611,2695
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:55:00.000000 +11:00,390,228.84,244.35,237.31934,2.6664436,7.1099215,1490.725,754,226.54,243.25,236.77274,2.8504643,8.125147,1138.7101,637,222.11,245.14,238.92987,2.7682858,7.663406,1112.4454,637,222.11,245.23,238.0453,3.039019,9.235637,4997.3193,2714
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:50:00.000000 +11:00,390,228.88,244.46,237.51201,2.6613617,7.082846,1509.2257,753,226.83,243.59,237.1547,2.9190896,8.521084,1126.6969,638,222.74,245.27,239.14442,2.8265843,7.989579,1105.4364,637,222.74,245.27,238.33118,3.0435784,9.26337,4911.7944,2716
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:45:00.000000 +11:00,390,229.79,244.78,237.70065,2.7411485,7.5138946,1461.3108,750,226.87,244.17,237.15936,2.9380877,8.6323595,1096.3499,633,223.03,245.5,239.24121,2.7593186,7.6138387,1093.5771,632,223.03,245.5,238.40263,3.0441127,9.266623,4825.8955,2697
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:40:00.000000 +11:00,390,229.18,244.58,237.28088,2.7336364,7.4727674,1510.2529,757,226.37,243.77,236.679,2.83424,8.032916,1170.3868,642,222.36,245.02,238.96689,2.6331382,6.9334164,1153.5942,641,222.36,245.02,237.99818,3.006856,9.0411825,5076.646,2726
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:35:00.000000 +11:00,390,227.77,245.07,238.02805,2.6725433,7.1424875,1489.0455,752,227.05,244.36,237.32889,2.8193326,7.948636,1154.2324,636,226.06,246.54,239.685,2.72551,7.428404,1047.5554,635,226.06,246.54,238.67921,3.0199935,9.120361,4985.858,2710
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:30:00.000000 +11:00,390,226.94,245.11,237.75885,2.9990413,8.994248,1483.4203,755,226.95,243.78,237.46724,2.8901384,8.3529005,1133.2797,639,226.65,246.2,239.7183,2.5326996,6.414567,1037.0825,640,226.65,246.2,238.63873,3.058967,9.35728,4890.8115,2717
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:25:00.000000 +11:00,390,228.33,245.8,238.16885,2.9168644,8.508098,1448.7299,754,227.5,244.44,237.6989,2.8784318,8.28537,1128.0696,638,226.45,245.94,239.9275,2.5015445,6.257725,1084.8037,640,226.45,245.94,238.94429,3.0460627,9.278499,4842.0737,2710
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:20:00.000000 +11:00,390,225.8,245.1,237.6802,3.0949929,9.57898,1410.8859,757,227.2,243.68,237.44029,2.7520688,7.573883,1117.6261,640,224.41,245.66,239.70242,2.5291865,6.396785,1023.5752,639,224.41,245.66,238.62639,3.0886838,9.5399685,4772.2026,2722
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:15:00.000000 +11:00,390,227.82,245.3,237.9201,2.8712065,8.243827,1311.2721,748,224.62,243.63,237.4614,2.9255254,8.5587,1069.229,633,224.88,245.76,239.70529,2.5159645,6.330077,999.459,632,224.62,245.76,238.72633,3.0459445,9.277778,4537.616,2701
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:10:00.000000 +11:00,390,226.95,245.6,237.76872,3.0748792,9.454883,1397.7325,751,227.3,244.78,237.77519,2.7971697,7.824158,1091.8513,635,224.81,245.69,239.78883,2.4644752,6.073638,1018.2011,636,224.81,245.69,238.79556,3.0720782,9.437665,4715.7144,2708
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 05:05:00.000000 +11:00,390,226.91,248.48,237.80602,2.9320295,8.596797,1393.0286,753,225.56,243.64,237.40363,2.7281308,7.442698,1077.1774,638,224.56,245.48,239.55527,2.5708213,6.609122,989.38434,637,224.56,248.48,238.59581,3.0349596,9.210979,4654.3105,2710
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:40:00.000000 +11:00,390,223.68,244.61,236.59843,2.9904835,8.942991,1623.6534,750,223.91,244.12,236.10822,3.3585253,11.279692,1172.4937,635,228.46,245.5,238.97197,2.7380438,7.496884,1008.0239,635,218.19,245.5,237.58986,3.4796195,12.107752,5297.805,2705
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:35:00.000000 +11:00,390,222.76,244.51,236.00795,3.0829206,9.504399,1712.6414,759,225.2,243.92,235.74132,3.2252448,10.402204,1231.3594,644,228.66,245.14,238.63591,2.6909034,7.2409616,1099.9702,644,218.03,245.14,237.15565,3.5112178,12.32865,5574.611,2732
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:30:00.000000 +11:00,390,222.32,244.95,236.04799,3.1801589,10.11341,1708.4735,755,224.36,243.65,235.81572,3.1803257,10.114471,1217.1892,638,228.78,245.83,238.9154,2.8403776,8.067745,1081.6843,638,217.35,245.83,237.2726,3.598017,12.945725,5593.9854,2716
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:25:00.000000 +11:00,390,222.3,245.54,235.3169,3.148298,9.91178,1735.869,761,223.22,242.98,235.13705,3.114949,9.702908,1229.3047,645,224.66,245.4,238.17773,3.0747132,9.453861,1124.8458,646,216.01,245.54,236.52925,3.6129313,13.053272,5718.3003,2739
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:20:00.000000 +11:00,390,222.58,244.76,235.65022,3.0685804,9.416186,1732.6735,755,223.24,242.76,235.33499,3.180558,10.11595,1167.5736,639,228.83,245.66,238.64001,2.838065,8.054612,1098.2917,639,217.31,245.66,236.86012,3.5869749,12.866388,5633.851,2718
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:15:00.000000 +11:00,390,222.91,245.82,236.3922,3.1096787,9.670102,1752.4545,755,223.95,243.78,235.9239,3.2495127,10.559332,1182.7458,638,228.95,246.14,239.00124,2.9053469,8.44104,1113.3877,639,218.83,246.14,237.44727,3.5884852,12.877227,5709.0737,2717
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:10:00.000000 +11:00,390,222.51,244.84,235.44353,3.2382643,10.486356,1754.3257,756,222.12,242.94,235.15962,3.2012875,10.248242,1172.0981,640,228.65,245.32,238.23029,2.8143091,7.920336,1124.3478,640,217.91,245.32,236.6051,3.5898478,12.887008,5760.5103,2724
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:15:00.000000 +11:00,390,224.23,249.38,238.29498,3.097779,9.596234,1466.7661,758,227.2,244.7,237.4242,3.0353398,9.213288,978.2233,643,223.08,246.69,239.73482,3.0185282,9.111512,990.5848,643,218.3,249.38,238.83246,3.384614,11.455612,4859.01,2730
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:10:00.000000 +11:00,390,224.79,246.06,237.89781,2.8898454,8.351207,1496.9808,753,227.51,244.14,237.13988,3.0291846,9.17596,996.72485,638,228.5,246.74,239.75084,2.7566235,7.598973,957.70605,638,218.9,246.74,238.60872,3.2926986,10.841865,4871.9473,2714
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:05:00.000000 +11:00,390,223.84,246.64,237.55101,2.871184,8.243698,1488.873,757,226.57,244.51,236.74251,3.1333766,9.8180485,1102.9949,640,228,246.54,239.42679,2.767892,7.661226,974.3818,640,219.41,246.64,238.27655,3.3244984,11.05229,4954.5396,2722
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:00:00.000000 +11:00,390,226.6,245.38,237.43475,2.8876708,8.338642,1531.166,754,224.33,244.31,236.94875,3.235261,10.466913,1127.5723,638,227.9,246.66,239.65927,2.7554135,7.592304,1001.73224,639,215.63,246.66,238.37305,3.4122186,11.643235,5087.0303,2712
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:55:00.000000 +11:00,390,224.98,245.91,237.41087,2.9326172,8.600244,1513.8252,752,226.3,244.5,236.82213,3.0100036,9.060122,1076.1912,636,228.16,246.07,239.4017,2.8467236,8.103835,1019.4748,637,218.36,246.07,238.2314,3.3645177,11.31998,5080.38,2702
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:50:00.000000 +11:00,390,223.42,244.9,236.85202,2.9864063,8.918623,1548.3217,753,226.5,244.14,236.41386,2.882125,8.3066435,1100.9259,637,227.73,245.51,238.9059,2.8662412,8.215339,993.1039,637,218.03,245.51,237.7404,3.3578105,11.274891,5079.0576,2712
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 00:45:00.000000 +11:00,390,223.08,245.26,237.24722,3.037087,9.223898,1627.9568,755,226.16,245.26,237.08858,3.0606232,9.367414,1136.1129,639,228.05,246.07,239.63834,2.9220917,8.53862,1023.5183,639,219.43,246.07,238.33269,3.4390109,11.826796,5198.1626,2716
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 09:20:00.000000 +11:00,390,226.22,246.08,237.28351,3.2248158,10.399438,1656.69,754,226.78,250.24,237.29533,3.5068667,12.298114,1202.0675,636,226.02,246.21,238.25027,2.8077083,7.8832254,1172.0925,638,226.02,250.24,237.98892,3.2927358,10.842109,4717.7695,2510
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 09:15:00.000000 +11:00,390,226.2,249.54,236.7279,3.3501651,11.223606,1810.6073,757,225.78,243.2,236.86014,3.225866,10.406212,1207.0154,640,219.92,244.45,237.66002,3.1657917,10.022237,1340.1866,641,219.92,249.54,237.44228,3.3328042,11.107584,4999.873,2512
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 03:25:00.000000 +11:00,390,231.36,245.54,238.73558,2.630648,6.9203086,1244.946,752,224.8,244.92,238.17703,2.931248,8.592215,889.28876,635,229.16,247.14,240.21013,2.8328102,8.024814,900.66644,635,224.8,247.14,239.4246,3.0248969,9.150001,4095.2178,2712
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 03:20:00.000000 +11:00,390,228.53,245.82,238.60454,2.7212527,7.405216,1278.8462,754,228.57,245.34,238.13467,2.812522,7.9102793,896.31226,637,230.08,247.21,240.14824,2.7324774,7.4664335,914.80743,637,228.53,247.21,239.33022,3.003629,9.021788,4187.857,2712
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:45:00.000000 +11:00,390,225.17,247.73,238.93364,2.8311903,8.015639,1302.4888,755,227.69,245.09,238.14168,2.9879258,8.9277,948.0026,640,231,247.43,240.56027,2.80485,7.8671837,936.8489,639,220.33,247.73,239.53767,3.25187,10.574657,4527.4517,2718
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:40:00.000000 +11:00,390,224.39,247.91,238.36624,2.8235888,7.972654,1361.3396,756,224.98,244.76,237.74788,3.1433713,9.880783,977.85394,641,228.19,246.84,239.97055,3.0011196,9.006719,952.26855,640,219.39,247.91,239.01927,3.2981558,10.877831,4611.565,2716
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:35:00.000000 +11:00,390,224.58,247.99,238.00307,2.823447,7.9718533,1382.3192,749,227.16,243.96,237.51292,2.9062915,8.44653,944.361,633,227.97,246.18,239.6035,2.9538145,8.725019,921.3923,632,218.34,247.99,238.6981,3.2490182,10.55612,4538.4854,2698
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:05:00.000000 +11:00,390,224.31,246.43,236.73491,3.3674057,11.33942,810.27924,754,222.74,248.51,236.66881,4.021078,16.169067,371.51636,637,223.74,247.22,237.10808,2.9412124,8.650731,179.91673,639,222.74,248.51,237.12863,3.5103922,12.322853,1071.3873,2518
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 11:00:00.000000 +11:00,390,224.6,247.23,236.59969,3.5985134,12.949298,765.205,748,222.87,246.09,236.4616,3.9646795,15.718684,404.59283,634,224.19,249.72,236.74013,3.3390934,11.149546,279.98233,633,222.87,249.72,236.91801,3.6432228,13.273073,1135.5709,2498
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:55:00.000000 +11:00,390,224.79,248.01,237.05002,3.529542,12.457667,796.6693,756,223.24,247.87,236.4327,3.9891083,15.912985,426.21094,636,224.32,246.92,236.60394,3.3412633,11.164041,410.49872,640,223.24,248.01,237.03334,3.6202075,13.105903,1404.4857,2516
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:50:00.000000 +11:00,390,225.5,247.73,238.41718,3.3861275,11.465859,938.3729,754,223.99,251.17,238.12042,3.9439068,15.5544,391.97055,636,223.63,251.1,238.43303,3.5840151,12.845164,394.28165,640,223.63,251.17,238.65729,3.6331933,13.200093,1582.6632,2514
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:45:00.000000 +11:00,390,227.08,248.5,238.77838,3.4716325,12.052233,918.3491,748,224.97,249.08,238.33995,3.901685,15.2231455,530.0918,631,227.66,249.7,238.9285,3.1960955,10.215027,418.41135,631,224.97,249.96,239.04439,3.5521166,12.617533,1724.4951,2491
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:40:00.000000 +11:00,390,228.85,249.49,239.21223,3.345876,11.194886,852.5703,751,224.33,251.47,238.66763,3.9694557,15.756578,496.6118,634,227.62,251.97,239.47815,3.3261008,11.062947,424.5459,636,224.33,251.97,239.47691,3.5573466,12.654715,1667.3083,2504
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:35:00.000000 +11:00,390,226.51,249.22,239.14137,3.2273922,10.41606,1048.8192,758,223.1,248.64,238.58125,4.129332,17.051382,634.81464,641,228,251.93,239.5194,3.1601622,9.986626,561.2626,642,223.1,251.93,239.43388,3.5329301,12.481596,2180.6245,2523
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:30:00.000000 +11:00,390,227.05,249.3,238.94093,3.0987759,9.602411,1027.4279,756,224.75,248.7,238.54431,3.945901,15.570134,558.70856,638,226.72,249.45,239.47562,3.0197568,9.118932,394.81815,638,224.75,249.56,239.32677,3.417216,11.677366,1908.4733,2518
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:25:00.000000 +11:00,390,227.87,247.91,238.858,3.207721,10.2894745,1021.1287,754,224.68,249.39,238.67284,3.7950385,14.402317,643.12854,637,227.74,250.15,239.74796,3.1082437,9.661179,418.0041,638,224.68,250.15,239.44421,3.4470394,11.88208,2000.2949,2513
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:20:00.000000 +11:00,390,228.44,249.16,239.24722,3.200708,10.244531,1023.2759,752,226.34,249.9,239.30142,3.6830177,13.564619,552.53595,638,228.09,249.75,239.97557,3.032683,9.1971655,492.9791,638,226.34,249.9,239.84978,3.3840675,11.451913,2029.5273,2511
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:15:00.000000 +11:00,390,227.72,247.24,238.66171,3.126949,9.77781,1128.4313,755,221.4,249.54,238.6854,3.851121,14.831133,547.6722,638,227.46,249.56,239.47878,2.9882822,8.929831,489.77994,638,221.4,249.68,239.29042,3.4070933,11.608285,2182.775,2517
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:10:00.000000 +11:00,390,221.8,247.79,238.24997,3.3448002,11.187688,1174.4331,757,224.65,251.86,238.38464,3.714438,13.797049,637.3744,638,227.21,247.56,239.31813,2.8072703,7.880767,516.9345,642,221.8,251.86,238.98825,3.394062,11.519657,2268.1113,2523
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:05:00.000000 +11:00,390,225.25,246.75,238.05725,3.4645956,12.003423,1356.557,748,225.18,251.62,238.48363,3.791895,14.378468,726.28644,631,227.08,247.55,239.09924,2.9218059,8.53695,756.97107,632,225.18,251.62,238.90622,3.4850345,12.145466,2909.969,2499
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 10:00:00.000000 +11:00,390,221.49,247.65,238.16454,3.5436108,12.557178,1264.3066,753,225.82,254.05,238.62595,3.7441902,14.01896,694.8259,636,227.52,247.4,239.51347,2.9477675,8.689333,619.9142,637,221.49,254.05,239.0969,3.500574,12.254019,2679.1155,2508
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:30:00.000000 +11:00,390,224.16,249.03,239.31177,2.9182656,8.5162735,1404.5599,756,228.34,245.61,238.65636,2.9574933,8.746767,953.69006,640,228.98,247.18,240.8637,2.9487875,8.695347,957.7545,640,219.95,249.03,239.93503,3.2916691,10.835085,4643.334,2726
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:25:00.000000 +11:00,390,224.69,248.3,238.4888,2.8496075,8.120263,1444.6174,755,226.9,244.79,237.79544,3.0168185,9.101193,976.0673,639,224.24,246.25,239.72949,3.1354477,9.831032,1021.17615,640,219.94,248.3,239.03268,3.3000183,10.890121,4765.1133,2722
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 01:20:00.000000 +11:00,390,224.27,248.7,238.35991,3.0591173,9.358199,1449.5977,753,224.99,244.92,237.5085,3.1576238,9.970588,986.3087,636,224.24,247.02,240.11732,2.8924353,8.366181,942.1096,635,220.09,248.7,239.01701,3.4013765,11.569363,4697.215,2711
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 19:10:00.000000 +11:00,390,220.26,244,234.56476,3.5091608,12.314209,1953.7876,752,223.41,241.3,233.50903,3.656646,13.371059,1656.6958,632,223.3,246.01,237.82768,2.9420996,8.65595,1390.6698,635,220.26,246.01,236.05432,3.9253962,15.408735,6656.948,2703
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:35:00.000000 +11:00,390,226.52,247.24,238.54918,3.5288284,12.452629,804.82886,753,223.55,250.34,238.01512,3.9115775,15.300438,552.1454,636,224.59,246.67,238.25137,2.9901888,8.94123,422.26596,640,223.55,250.34,238.63832,3.5648928,12.70846,1584.4025,2514
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:30:00.000000 +11:00,390,224.5,259.06,239.40479,4.079807,16.644823,451.79266,753,226.83,250.1,238.7797,3.933434,15.471903,149.69153,635,226.74,249.49,239.11128,3.307646,10.940522,-111.81578,635,224.5,259.06,239.3924,3.8017132,14.453024,95.46907,2504
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:25:00.000000 +11:00,390,223.7,252.71,239.11273,3.7955534,14.406226,600.34924,755,226.4,249,238.17906,4.0024953,16.019968,386.97043,638,226.11,249.3,238.63376,3.3122342,10.970896,63.536182,639,223.7,252.71,238.96799,3.726192,13.884507,670.9568,2518
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:20:00.000000 +11:00,390,225.43,254.48,239.36786,3.6136377,13.058377,663.561,749,227.15,248.2,238.58617,3.653603,13.348815,446.75183,633,224.77,251.35,239.16702,3.2641768,10.65485,186.43027,635,224.77,254.48,239.31203,3.538374,12.52009,1229.3618,2495
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:15:00.000000 +11:00,390,223.62,255.79,238.55246,4.2534986,18.09225,757.07104,748,224.18,248.95,238.48082,4.048253,16.388353,360.94745,632,227.34,246.5,238.65776,3.0079105,9.047525,259.716,634,223.62,255.79,238.89252,3.8113644,14.526498,1188.2167,2498
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:10:00.000000 +11:00,390,226.47,253.54,239.1163,3.685248,13.581052,830.7885,756,226.3,248.68,238.47226,3.9742162,15.7943945,541.35876,640,223.67,247.19,238.81523,3.2792125,10.753234,381.6167,641,223.67,253.54,239.10771,3.6623666,13.41293,1610.0048,2520
68d04df6-fa1f-4908-a90e-20a079ef491c,2023-02-08 12:05:00.000000 +11:00,390,224.82,256.04,239.26591,4.112255,16.91064,843.699,751,224.99,248.83,238.78687,4.0475883,16.38297,493.11154,634,227.39,247.57,238.60036,3.1165555,9.712918,436.51492,637,224.82,256.04,239.26732,3.7913873,14.374618,1471.0767,2508
