meter_id,meter_serial_num,nic_mac_id,meter_description,has_solar_yn,premise_id,supply_point_id,supply_point_gis_id,low_voltage_circuit_id,lv_circuit,distribution_substation_id,substation_gis_id,substation_name,switch_zone_id,switch_zone,switch_zone_hierarchy,high_voltage_feeder_id,hv_feeder,station_busbar_id,station_busbar_name,zone_substation_id,zone_substation
335631,1137323,001350030016e430,"METER, AMI, 3PH, NO LOAD CONTROL",N,379220,414565,100355074,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
579702,768488,00135003000c7e9a,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,244992,227464,100355669,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
717282,691500,0013500300063bf7,"METER, AMI, 3PH, NO LOAD CONTROL",N,46926,131826,100354654,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
479197,976610,00135003001405bf,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",Y,275475,510300,100364049,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
593164,755331,00135003000b1aa9,"METER, AMI, 3PH, NO LOAD CONTROL",N,322501,25104,100357164,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
444,1168608,1.35E+13,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",Y,501695,139470,100360604,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
267426,1341167,00135003003466b5,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,123057,460577,100361324,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
291315,756149,00135003000ba06a,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,260031,178518,100361099,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
408183,764587,00135003000bc694,"METER, AMI, 3PH, NO LOAD CONTROL",N,2040,319578,103042010,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
150981,971868,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,497764,422613,100355649,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
240103,1168626,00135003001995a9,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",N,598459,372449,100360059,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
355837,529024,0013500200026b84,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,759994,277313,100353459,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
356895,762986,00135003000b5a5c,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,12410,263735,100353434,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
367688,643803,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,36940,96923,100356879,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
780295,1399036,00135005013da1e7,"METER, AMI, 3PH, NO LOAD CONTROL",Y,676430,293107,106945185,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
545319,758852,00135003000b8ec1,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,356487,404379,100363924,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
640996,786502,00135003000de153,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,675573,279981,100360134,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
560588,1303022,001350030030b701,"METER, AMI, 3PH, NO LOAD CONTROL",Y,840789,35119,100354409,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
574991,1109456,0013500300171d7c,"METER, AMI, 3PH, NO LOAD CONTROL",N,115524,436246,100357314,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
641608,1114890,001350030017167e,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",N,230447,323211,100353249,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
220488,1246537,00135003001e248f,"METER, AMI, 1PH,1E, LOAD CONTROL",N,219794,445346,100357009,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
244782,820048,00135003000e5e07,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,707866,58967,100360094,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
164921,764090,00135003000bc436,"METER, AMI, 3PH, NO LOAD CONTROL",Y,81058,426163,100354889,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
231639,798260,00135003000e61e9,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,177754,112802,100357654,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
382921,762923,00135003000b60ff,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,50173,96256,100355234,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
749963,786503,00135003000de31d,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,455832,396767,100360859,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
788887,1414764,00135005013d93d0,"METER, AMI, 3PH, NO LOAD CONTROL",N,839408,574552,191751960,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
756334,1374384,0013500500a553c0,"METER, AMI, 3PH, NO LOAD CONTROL",N,834386,225668,100353824,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
720702,963135,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,194614,324867,100355664,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
147332,691497,00135003000639cc,"METER, AMI, 3PH, NO LOAD CONTROL",N,390203,192320,100357044,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
621911,710631,00135003000919a5,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,57051,131689,100353274,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
574178,787078,00135003000e17d6,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,636109,172437,106936809,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
757476,1373538,0013500500a5225a,"METER, AMI, 3PH, NO LOAD CONTROL",N,808658,561355,174865004,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
241141,1293669,0013500300307f8e,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,707640,228698,100355094,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
431126,786461,00135003000de53f,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,175208,56927,100360334,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
659144,786250,00135003000e15b7,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,621745,47890,100364064,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
687833,846731,0013500300105a6e,"METER, AMI, 3PH, NO LOAD CONTROL",N,353484,484363,100363999,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
456755,893050,0013500300121d37,"METER, AMI, 3PH, NO LOAD CONTROL",N,109783,524581,100357089,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
213461,893076,0013500300121cb0,"METER, AMI, 3PH, NO LOAD CONTROL",N,721200,89114,106944893,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
756870,1373474,0013500500989fe8,"METER, AMI, 3PH, NO LOAD CONTROL",N,819654,243333,100355759,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
384861,807437,00135003000dc7ea,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,64222,516935,100352534,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
49705,744020,00135003000af634,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,713441,245651,100363499,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
787971,1415688,00135005014000f0,"METER, AMI, 3PH, NO LOAD CONTROL",Y,855514,32638,100370664,42267,LV1 PADUA SOVEREIGN,6559,49401307,PADUA SOVEREIGN,4949,MT0421,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421,390,MTN35,44,MTN_1,24,MTN
,,,,,,578225,198357781,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
471406,790321,00135003000de21d,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,320818,446977,100356929,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
274208,753523,00135003000b9935,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,734739,87521,100357169,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
172530,791037,00135003000de41a,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,433448,376098,100355384,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
642708,643780,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,349293,498923,100356799,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
583594,898885,0013500300122c52,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,154800,399801,100357189,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
574636,1157177,001350030016cbe7,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,356313,97499,100357289,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
317965,1262888,00135003001e7b37,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,2770,157522,100362084,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
155124,1258864,00135003001ecace,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,511643,277766,100354744,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
776954,13691,,"METER, Type 1-4 MPB TCAMP",N,170096,231306,100366324,35023,LV1 HOMEMAKER NEPEAN,7974,49401229,HOMEMAKER NEPEAN,11439,MT7347,MT9735-MT7558-MT0348-MT7798-MT7406-MT7343-MT7345-MT7348-MT7347,390,MTN35,44,MTN_1,24,MTN
282080,1321553,0013500300345f51,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,539233,482176,100363849,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
408043,1335458,1.35E+60,"METER, AMI, 3PH, NO LOAD CONTROL",Y,504408,156788,100353579,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
392789,1333197,001350030030b5c7,"METER, AMI, 3PH, NO LOAD CONTROL",N,20403,46666,100353364,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
427600,1221984,00135003001db21e,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,711689,44072,100356874,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
380411,787025,00135003000e080b,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,147818,123337,100357199,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
266219,1321658,0013500300341fc1,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,274133,509620,100355444,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
603494,786459,00135003000de53b,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,294195,504154,100360119,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
217282,1168609,1.35E+13,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",N,549102,121519,100360499,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
307000,786505,00135003000de4fb,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,205218,434783,100361879,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
250323,1157175,001350030016cbfb,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,508371,97499,100357289,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
485055,787102,00135003000e17f7,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,304847,351466,100356774,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
611097,685110,1.35E+13,"METER, AMI, 3PH, NO LOAD CONTROL",N,174128,246269,100355434,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
572160,687601,001350030009f5c1,"METER, AMI, 3PH, NO LOAD CONTROL",Y,720121,44686,100355079,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
229336,1193618,00135003001a2ee8,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",N,533480,458809,100357949,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
444829,879407,001350030011ba44,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,467506,70602,100364034,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
780916,1395947,00135005013d862a,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,804902,75119,100355919,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
