meter_id,meter_serial_num,nic_mac_id,meter_description,has_solar_yn,premise_id,supply_point_id,supply_point_gis_id,low_voltage_circuit_id,lv_circuit,distribution_substation_id,substation_gis_id,substation_name,switch_zone_id,switch_zone,switch_zone_hierarchy,high_voltage_feeder_id,hv_feeder,station_busbar_id,station_busbar_name,zone_substation_id,zone_substation
748569,1366431,0013500500701fb2,"METER, AMI, 3PH, NO LOAD CONTROL",Y,798795,539945,163175496,33791,LV4 SILVERWOOD WOODHAVEN,14795,148049604,SILVERWOOD WOODHAVEN,16692,MT7728,MT9735-MT7558-MT0348-MT7798-MT7728,390,MTN35,44,MTN_1,24,MTN
258677,863781,001350030011c49f,"METER, AMI,3PH, CT CONNECT",N,114089,98693,101033526,36794,LV3 HOMEMAKER BUNGOWER,1638,121379482,HOMEMAKER BUNGOWER,9042,MT7344,MT9735-MT7558-MT0348-MT7798-MT7406-MT7343-MT7344,390,MTN35,44,MTN_1,24,MTN
743572,1367789,001350050067e3c9,"METER, AMI, 3PH, NO LOAD CONTROL",Y,776154,539908,163175311,33791,LV4 SILVERWOOD WOODHAVEN,14795,148049604,SILVERWOOD WOODHAVEN,16692,MT7728,MT9735-MT7558-MT0348-MT7798-MT7728,390,MTN35,44,MTN_1,24,MTN
303847,1336053,1.35E+48,"METER, AMI, 3PH, NO LOAD CONTROL",Y,400420,69220,100371799,2473,LV1 ROBERTS L6 MTN TYABB,3982,49412927,ROBERTS L6 MTN TYABB,13465,MT0104,MT9735-MT7558-MT0348-MT0104,390,MTN35,44,MTN_1,24,MTN
661102,6814813,,BASIC M3 1p 15/100,N,297032,458229,118434654,9372,LV1 NEPEAN P167 BUNGOWER,11406,49401241,NEPEAN P167 BUNGOWER,7502,MT0431,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT0427-MT0431,390,MTN35,44,MTN_1,24,MTN
380324,8085454,,MRIM L&G 1p 2ch Co Gen Net,Y,37263,69220,100371799,2473,LV1 ROBERTS L6 MTN TYABB,3982,49412927,ROBERTS L6 MTN TYABB,13465,MT0104,MT9735-MT7558-MT0348-MT0104,390,MTN35,44,MTN_1,24,MTN
393744,8098247,,MRIM L&G EM5100 3p Interval 2 channel so,N,303204,69220,100371799,2473,LV1 ROBERTS L6 MTN TYABB,3982,49412927,ROBERTS L6 MTN TYABB,13465,MT0104,MT9735-MT7558-MT0348-MT0104,390,MTN35,44,MTN_1,24,MTN
615757,6454176,,BASIC SDMR 2p 10/60 2r,N,611216,505359,118955586,6182,LV1 MOOROODUC 1N TYABB MTN,6740,118929156,MOOROODUC 1N TYABB MTN,9069,MT7558,MT9735-MT7558,390,MTN35,44,MTN_1,24,MTN
334395,6839050,,BASIC CM170 1p 15/100,N,611216,505359,118955586,6182,LV1 MOOROODUC 1N TYABB MTN,6740,118929156,MOOROODUC 1N TYABB MTN,9069,MT7558,MT9735-MT7558,390,MTN35,44,MTN_1,24,MTN
355561,1146473,,BASIC BAZ 1p 10/60,N,225032,44676,100373044,6007,LV1 ROBERTS P10 BUNGOWER,5242,88994659,ROBERTS P10 BUNGOWER,13465,MT0104,MT9735-MT7558-MT0348-MT0104,390,MTN35,44,MTN_1,24,MTN
891,6315030,,BASIC M1 1p 15/100,N,225032,44676,100373044,6007,LV1 ROBERTS P10 BUNGOWER,5242,88994659,ROBERTS P10 BUNGOWER,13465,MT0104,MT9735-MT7558-MT0348-MT0104,390,MTN35,44,MTN_1,24,MTN
138213,1442476,,BASIC WF3s 1p 10/60,N,164904,490620,100355774,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
380858,239094,,BASIC SD 2p 15/45,N,164904,490620,100355774,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
571585,323849,,BASIC WF3s 1p 10/60,N,718747,499421,100350009,30551,LV1 BARKLY BATH,12579,127052311,BARKLY BATH,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
575867,323848,,BASIC WF3s 1p 10/60,N,718747,499421,100350009,30551,LV1 BARKLY BATH,12579,127052311,BARKLY BATH,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
423398,384054,,BASIC WF3s 1p 10/60,N,386991,220725,100360459,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
166792,1132737,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,662133,105598,100360194,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
44059,758072,00135003000b9efd,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,286339,189347,100345574,34266,LV1 BARKLY TANTI,1968,49964496,BARKLY TANTI,4115,MT0518,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361-MT0517-MT0518,390,MTN35,44,MTN_1,24,MTN
529453,759500,00135003000b6cff,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,629746,116704,100369164,39003,LV1 EXFORD PARWAN,8890,49401247,EXFORD PARWAN,2666,MT0241,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421-MT0423-MT0395-MT0393-MT0241,390,MTN35,44,MTN_1,24,MTN
85960,707343,1.35E+57,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,146495,220311,100348469,37537,LV2 MORELL HERBERT,3403,76956545,MORELL HERBERT,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
590779,788834,00135003000e2a7d,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,633036,70755,100370669,35530,LV1 DAMPIER EXFORD,2092,49401259,DAMPIER EXFORD,7864,MT0394,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421-MT0423-MT0395-MT0394,390,MTN35,44,MTN_1,24,MTN
718799,985835,0013500300143bfc,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,644936,430559,100366279,37312,LV1 JACARANDA PAR,10165,82598598,JACARANDA PAR,15714,MT0656,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0656,390,MTN35,44,MTN_1,24,MTN
538971,787010,00135003000e151a,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,305103,258891,100355574,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
404811,695678,1.35E+55,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,89415,359220,100364829,18655,LV4 NEPEAN THOMAS,1016,49389336,NEPEAN THOMAS,17513,MT7822,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822,390,MTN35,44,MTN_1,24,MTN
134703,1297714,00135003002ecc79,"METER, AMI, 1PH,1E, LOAD CONTROL",N,35271,464548,100360004,3862,LV2 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
277541,808871,00135003000e3624,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,223387,401935,100363764,1326,LV1 ILLOWA TARANNA,8318,49389348,ILLOWA TARANNA,1244,MT7406,MT9735-MT7558-MT0348-MT7798-MT7406,390,MTN35,44,MTN_1,24,MTN
484983,1233458,00135003001e0de4,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,3294,93244,100359034,27483,LV1 TALLIS BARKLY,4910,49389378,TALLIS BARKLY,9046,MT7378,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378,390,MTN35,44,MTN_1,24,MTN
782356,1395800,00135005013d2b68,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,235272,376754,100371614,1013,LV1 ROBERTS P15 MTNTYABB,13216,49412909,ROBERTS P15 MTNTYABB,13465,MT0104,MT9735-MT7558-MT0348-MT0104,390,MTN35,44,MTN_1,24,MTN
754467,1372927,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,721803,415763,100369714,24450,LV1 HILLPARK OBOE,3847,49401295,HILLPARK OBOE,9270,MT0587,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0587,390,MTN35,44,MTN_1,24,MTN
751181,1367182,001350050070243f,"METER, AMI, 3PH, NO LOAD CONTROL",N,803674,549589,169045450,42624,LV1 PADUA RAILWAY,2609,88994617,PADUA RAILWAY,12348,MT7623,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623,390,MTN35,44,MTN_1,24,MTN
236584,900953,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,380121,311283,100366069,37312,LV1 JACARANDA PAR,10165,82598598,JACARANDA PAR,15714,MT0656,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0656,390,MTN35,44,MTN_1,24,MTN
367628,1169857,1.35E+81,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",N,453958,503528,100366624,37312,LV1 JACARANDA PAR,10165,82598598,JACARANDA PAR,15714,MT0656,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0656,390,MTN35,44,MTN_1,24,MTN
536877,758450,00135003000b6eff,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,249044,314074,100370319,35530,LV1 DAMPIER EXFORD,2092,49401259,DAMPIER EXFORD,7864,MT0394,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421-MT0423-MT0395-MT0394,390,MTN35,44,MTN_1,24,MTN
789533,1416335,1.35E+13,"METER, AMI, 3PH, 31.5a & 2A LOAD CONTROL",N,125711,437198,100360009,27483,LV1 TALLIS BARKLY,4910,49389378,TALLIS BARKLY,9046,MT7378,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378,390,MTN35,44,MTN_1,24,MTN
280137,653640,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,253861,414847,100369629,39004,LV2 EXFORD PARWAN,8890,49401247,EXFORD PARWAN,2666,MT0241,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421-MT0423-MT0395-MT0393-MT0241,390,MTN35,44,MTN_1,24,MTN
695154,901818,00135003001267c3,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,198507,251684,100358724,38394,LV3 CHANNEL BELEURA,8026,49389366,CHANNEL BELEURA,9046,MT7378,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378,390,MTN35,44,MTN_1,24,MTN
294748,1216549,00135003001d48c5,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,564183,216981,100368709,39006,LV4 EXFORD PARWAN,8890,49401247,EXFORD PARWAN,2666,MT0241,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421-MT0423-MT0395-MT0393-MT0241,390,MTN35,44,MTN_1,24,MTN
639383,1168467,1.35E+13,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",N,633920,433922,100359934,13522,LV1 KALIMNA ESPLANADE,6263,89940033,KALIMNA ESPLANADE,5962,MT0591,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361-MT0591,390,MTN35,44,MTN_1,24,MTN
788240,907931,00135003001298f2,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,476189,74989,100350319,30551,LV1 BARKLY BATH,12579,127052311,BARKLY BATH,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
257684,703100,001350030008f13d,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,512758,336162,100370189,42268,LV2 PADUA SOVEREIGN,6559,49401307,PADUA SOVEREIGN,4949,MT0421,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421,390,MTN35,44,MTN_1,24,MTN
355292,771635,00135003000c7dfd,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,407675,132629,100351379,30551,LV1 BARKLY BATH,12579,127052311,BARKLY BATH,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
572636,918127,001350030013480d,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",N,40937,422655,128936971,13877,LV1 MOOROODUC 2N TYAB MTN,8169,50559290,MOOROODUC 2N TYAB MTN,9069,MT7558,MT9735-MT7558,390,MTN35,44,MTN_1,24,MTN
665623,1171037,001350030019a529,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",N,398500,473445,100349609,30553,LV3 BARKLY BATH,12579,127052311,BARKLY BATH,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
476868,1289942,0013500300307c33,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,402635,391649,100369094,24450,LV1 HILLPARK OBOE,3847,49401295,HILLPARK OBOE,9270,MT0587,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0587,390,MTN35,44,MTN_1,24,MTN
544182,759984,00135003000b6aa9,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,495531,340933,100364674,18655,LV4 NEPEAN THOMAS,1016,49389336,NEPEAN THOMAS,17513,MT7822,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822,390,MTN35,44,MTN_1,24,MTN
243483,759230,00135003000b61a0,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,276854,359450,100362569,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
711387,653636,00135003000804c3,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,72941,241886,100369909,35532,LV3 DAMPIER EXFORD,2092,49401259,DAMPIER EXFORD,7864,MT0394,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421-MT0423-MT0395-MT0394,390,MTN35,44,MTN_1,24,MTN
122993,865270,0013500300110a8e,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,757756,159990,100349369,30553,LV3 BARKLY BATH,12579,127052311,BARKLY BATH,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
163529,1116544,001350030016d26d,"METER, AMI, 1PH, 2 ELEMENT, DIRECT CONN",Y,354385,30489,100361639,38393,LV2 CHANNEL BELEURA,8026,49389366,CHANNEL BELEURA,9046,MT7378,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378,390,MTN35,44,MTN_1,24,MTN
451779,741857,00135003000b0b13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,464135,364614,100369464,21172,LV2 HILLPARK OBOE,3847,49401295,HILLPARK OBOE,9270,MT0587,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0587,390,MTN35,44,MTN_1,24,MTN
703738,786869,00135003000e1744,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,534808,226429,100363399,1326,LV1 ILLOWA TARANNA,8318,49389348,ILLOWA TARANNA,1244,MT7406,MT9735-MT7558-MT0348-MT7798-MT7406,390,MTN35,44,MTN_1,24,MTN
692019,790707,00135003000de49a,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,268991,74619,100361434,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
694740,1321497,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,356411,509620,100355444,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
284790,1289588,00135003002f87fa,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,248186,90315,100359264,38394,LV3 CHANNEL BELEURA,8026,49389366,CHANNEL BELEURA,9046,MT7378,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378,390,MTN35,44,MTN_1,24,MTN
151848,916437,001350030011295c,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,234354,522165,100370769,42267,LV1 PADUA SOVEREIGN,6559,49401307,PADUA SOVEREIGN,4949,MT0421,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421,390,MTN35,44,MTN_1,24,MTN
393523,640284,001350030006cde7,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,330688,448061,100366509,37312,LV1 JACARANDA PAR,10165,82598598,JACARANDA PAR,15714,MT0656,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0656,390,MTN35,44,MTN_1,24,MTN
500229,1137320,001350030016e436,"METER, AMI, 3PH, NO LOAD CONTROL",N,14076,233439,100351094,30552,LV2 BARKLY BATH,12579,127052311,BARKLY BATH,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
,,,,,,334378,106945613,42893,LV1 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
,,,,N,690337,315286,100369549,23257,LV1 SUNNYSIDE 2 NEPEAN,1431,49401319,SUNNYSIDE 2 NEPEAN,12087,MT0001,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT0012-MT0001,390,MTN35,44,MTN_1,24,MTN
465936,762984,00135003000b59ef,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,324099,56121,100353534,42894,LV2 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
,,,,,,2196,132805389,12583,LV3 WARNER TALLIS,8915,49389342,WARNER TALLIS,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
,,,,,,343717,106943885,37538,LV3 MORELL HERBERT,3403,76956545,MORELL HERBERT,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
251753,904302,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,554667,312463,100358269,38392,LV1 CHANNEL BELEURA,8026,49389366,CHANNEL BELEURA,9046,MT7378,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378,390,MTN35,44,MTN_1,24,MTN
,,,,,,351544,106947333,38394,LV3 CHANNEL BELEURA,8026,49389366,CHANNEL BELEURA,9046,MT7378,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378,390,MTN35,44,MTN_1,24,MTN
,,,,,,569920,183471206,39787,LV1 OAKBANK NEPEAN,2544,49401283,OAKBANK NEPEAN,12348,MT7623,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623,390,MTN35,44,MTN_1,24,MTN
,,,,,,574668,187682830,5537,LV8 PADUA OAKBANK,5427,49413059,PADUA OAKBANK,12348,MT7623,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623,390,MTN35,44,MTN_1,24,MTN
,,,,,,583540,206691601,37537,LV2 MORELL HERBERT,3403,76956545,MORELL HERBERT,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
,,,,,,584932,208683140,37537,LV2 MORELL HERBERT,3403,76956545,MORELL HERBERT,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
79075,1299177,1.35E+13,"METER, AMI, 1PH,1E, LOAD CONTROL",N,94835,127500,100362824,26436,LV1 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
272872,1321546,1.35E+14,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,331514,509620,100355444,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
125184,833950,0013500300106b78,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,372355,553280,170392407,18868,LV2 BUNGOWER RACECOURSE,12326,49401271,BUNGOWER RACECOURSE,17324,MT7798,MT9735-MT7558-MT0348-MT7798,390,MTN35,44,MTN_1,24,MTN
182237,980848,001350030013ef88,"METER, AMI, 3PH, NO LOAD CONTROL",Y,426513,244573,106948637,3862,LV2 INGLIS BUTLER,8539,49389372,INGLIS BUTLER,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
652146,758882,00135003000b9272,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,344212,493355,100362179,38393,LV2 CHANNEL BELEURA,8026,49389366,CHANNEL BELEURA,9046,MT7378,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378,390,MTN35,44,MTN_1,24,MTN
610116,914803,001350030011d13c,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,319651,526290,100349989,30551,LV1 BARKLY BATH,12579,127052311,BARKLY BATH,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
204393,788844,00135003000e1fb3,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,402130,454422,100369994,35532,LV3 DAMPIER EXFORD,2092,49401259,DAMPIER EXFORD,7864,MT0394,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421-MT0423-MT0395-MT0394,390,MTN35,44,MTN_1,24,MTN
405251,915847,0013500300112b78,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,559025,438381,100370099,35530,LV1 DAMPIER EXFORD,2092,49401259,DAMPIER EXFORD,7864,MT0394,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421-MT0423-MT0395-MT0394,390,MTN35,44,MTN_1,24,MTN
631749,758331,00135003000b9544,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,566840,486733,100366429,37314,LV3 JACARANDA PAR,10165,82598598,JACARANDA PAR,15714,MT0656,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0656,390,MTN35,44,MTN_1,24,MTN
208267,1219574,00135003001d450c,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,741108,90174,100365114,18655,LV4 NEPEAN THOMAS,1016,49389336,NEPEAN THOMAS,17513,MT7822,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822,390,MTN35,44,MTN_1,24,MTN
474357,786468,00135003000de54b,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,526056,20808,100369869,35532,LV3 DAMPIER EXFORD,2092,49401259,DAMPIER EXFORD,7864,MT0394,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421-MT0423-MT0395-MT0394,390,MTN35,44,MTN_1,24,MTN
579323,833963,001350030010a302,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,314818,553271,170392362,18868,LV2 BUNGOWER RACECOURSE,12326,49401271,BUNGOWER RACECOURSE,17324,MT7798,MT9735-MT7558-MT0348-MT7798,390,MTN35,44,MTN_1,24,MTN
655487,929080,1.35E+13,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,596898,73971,100362199,27483,LV1 TALLIS BARKLY,4910,49389378,TALLIS BARKLY,9046,MT7378,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378,390,MTN35,44,MTN_1,24,MTN
541839,1293070,0013500300309c02,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,358997,177866,100370659,35531,LV2 DAMPIER EXFORD,2092,49401259,DAMPIER EXFORD,7864,MT0394,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421-MT0423-MT0395-MT0394,390,MTN35,44,MTN_1,24,MTN
196889,972859,1.35E+11,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,182125,370921,100361634,24490,LV8 WARNER TALLIS,8915,49389342,WARNER TALLIS,393,MT0295,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295,390,MTN35,44,MTN_1,24,MTN
558898,1233406,00135003001e0cf3,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,379375,281388,100355354,42895,LV3 BARKLY MORVEN,12226,79451911,BARKLY MORVEN,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
227359,786414,00135003000dd8f5,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,174114,397299,100350869,37537,LV2 MORELL HERBERT,3403,76956545,MORELL HERBERT,4441,MT0361,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0361,390,MTN35,44,MTN_1,24,MTN
184598,785855,00135003000e2156,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,49096,38945,100366299,37312,LV1 JACARANDA PAR,10165,82598598,JACARANDA PAR,15714,MT0656,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0656,390,MTN35,44,MTN_1,24,MTN
578817,653614,0013500300080be9,"METER, AMI, 1PH,1E, NO LOAD CONTROL",N,163708,336437,100370704,42267,LV1 PADUA SOVEREIGN,6559,49401307,PADUA SOVEREIGN,4949,MT0421,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0490-MT7799-MT7623-MT0421,390,MTN35,44,MTN_1,24,MTN
243970,985834,0013500300143bd3,"METER, AMI, 1PH,1E, NO LOAD CONTROL",Y,395463,314553,100366754,37313,LV2 JACARANDA PAR,10165,82598598,JACARANDA PAR,15714,MT0656,MT9735-MT7558-MT0348-MT7798-MT7406-MT7822-MT0295-MT7378-MT0656,390,MTN35,44,MTN_1,24,MTN
