zone_substation_uuid,interval_ts,zone_substation_id,child_count_z,channels_reported_z,recommend_sample_b,recommend_final_b,voltage_202_z,voltage_203_z,voltage_204_z,voltage_205_z,voltage_206_z,voltage_207_z,voltage_208_z,voltage_209_z,voltage_210_z,voltage_211_z,voltage_212_z,voltage_213_z,voltage_214_z,voltage_215_z,voltage_216_z,voltage_217_z,voltage_218_z,voltage_219_z,voltage_220_z,voltage_221_z,voltage_222_z,voltage_223_z,voltage_224_z,voltage_225_z,voltage_226_z,voltage_227_z,voltage_228_z,voltage_229_z,voltage_230_z,voltage_231_z,voltage_232_z,voltage_233_z,voltage_234_z,voltage_235_z,voltage_236_z,voltage_237_z,voltage_238_z,voltage_239_z,voltage_240_z,voltage_241_z,voltage_242_z,voltage_243_z,voltage_244_z,voltage_245_z,voltage_246_z,voltage_247_z,voltage_248_z,voltage_249_z,voltage_250_z,voltage_251_z,voltage_252_z,voltage_253_z,voltage_254_z,voltage_255_z,voltage_256_z,voltage_257_z,voltage_258_z,voltage_259_z,voltage_260_z,voltage_261_z,voltage_262_z,voltage_263_z,voltage_264_z,voltage_265_z,voltage_266_z,voltage_267_z,voltage_268_z,voltage_269_z,voltage_270_z,voltage_271_z,voltage_272_z,voltage_273_z,voltage_274_z,voltage_275_z,voltage_276_z,voltage_277_z,voltage_278_z,total_voltage_under_z,total_voltage_good_z,total_voltage_over_z,voltage_under_185_z,voltage_over_280_z,voltage_185_z,voltage_186_z,voltage_187_z,voltage_188_z,voltage_189_z,voltage_190_z,voltage_191_z,voltage_192_z,voltage_193_z,voltage_194_z,voltage_195_z,voltage_196_z,voltage_197_z,voltage_198_z,voltage_199_z,voltage_200_z,voltage_201_z,voltage_279_z,voltage_280_z
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 01:55:00.000000 +11:00,24,33754,32072,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,12,8,5,7,12,21,38,23,57,101,305,582,894,820,861,1127,2180,4147,4717,4548,3227,1319,1461,1761,1639,1313,631,178,44,16,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32069,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 01:00:00.000000 +11:00,24,33760,32070,true,true,0,0,0,0,0,0,0,0,0,0,2,1,1,3,4,1,8,5,8,8,13,31,24,35,47,87,112,195,365,656,889,901,1218,1501,2305,3907,3982,3519,3534,1837,1518,1826,1398,1028,793,194,76,29,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32059,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:00:00.000000 +11:00,24,33754,32065,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,4,2,5,13,8,12,20,31,38,59,140,379,620,913,846,908,1251,2442,4466,4853,4470,2541,1267,1554,1794,1537,1225,485,121,30,13,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32063,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 00:40:00.000000 +11:00,24,33760,32111,true,true,0,0,0,0,0,0,0,0,0,1,3,3,0,9,2,8,19,9,13,32,30,37,51,87,153,163,320,535,733,907,1000,1312,1831,2786,3776,3340,3437,3340,1809,1682,1578,1196,1061,629,146,56,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32093,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 02:20:00.000000 +11:00,24,33760,32075,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,2,11,6,2,7,16,30,29,51,103,279,515,847,863,863,1128,2083,4018,4520,4954,3434,1223,1313,1763,1708,1392,693,152,36,15,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32070,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 02:15:00.000000 +11:00,24,33760,32067,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,1,6,10,3,6,9,16,31,30,56,115,355,578,939,837,879,1200,2577,4527,4601,4863,2527,1104,1492,1766,1576,1333,488,81,32,10,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32061,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:20:00.000000 +11:00,24,33754,32043,true,true,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,4,8,3,6,4,7,15,27,22,34,44,110,364,633,851,813,833,1127,2380,4469,4665,4701,2897,1113,1526,1757,1574,1338,495,153,41,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32038,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:15:00.000000 +11:00,24,33754,32049,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,1,4,5,7,5,7,21,13,30,31,44,128,292,600,891,816,825,1063,2304,4466,4654,4549,3105,1204,1488,1813,1462,1332,642,159,56,15,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32044,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:10:00.000000 +11:00,24,33754,32082,true,true,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,7,8,4,2,8,16,15,17,29,46,112,177,510,881,769,826,1074,1799,3686,4829,4760,3642,1533,1288,1876,1518,1360,906,278,61,27,3,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32078,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:05:00.000000 +11:00,24,33754,32084,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,5,2,13,13,11,20,27,34,39,92,251,533,899,847,829,1005,1979,3985,4853,4523,3403,1470,1371,1928,1618,1255,745,208,79,26,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32084,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 01:35:00.000000 +11:00,24,33754,32040,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,4,6,9,8,7,17,19,40,29,61,162,243,536,715,805,917,1136,1792,3434,4664,4357,3817,1944,1312,1798,1640,1374,850,237,63,26,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32037,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 01:30:00.000000 +11:00,24,33754,32095,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,1,12,9,6,8,11,15,38,30,67,97,260,496,694,865,917,1111,1690,3085,4443,4118,4120,2427,1246,1766,1686,1325,1047,363,77,44,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32092,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 01:25:00.000000 +11:00,24,33754,32101,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,2,7,11,6,6,11,23,33,38,65,122,228,443,635,810,877,1064,1523,2726,4386,4295,4223,2690,1377,1650,1717,1416,1103,458,81,53,6,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32098,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 01:15:00.000000 +11:00,24,33754,32076,true,true,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,5,4,2,13,12,10,14,32,40,49,78,110,270,475,696,821,977,1223,1661,3135,4135,3935,4059,2681,1360,1712,1745,1196,1030,400,118,47,13,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32067,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 01:10:00.000000 +11:00,24,33754,32076,true,true,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,4,3,7,13,8,13,19,33,37,51,84,130,304,529,755,798,1042,1295,1888,3392,4241,4070,3782,2212,1433,1849,1612,1119,868,323,112,28,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32065,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 01:05:00.000000 +11:00,24,33754,32026,true,true,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,2,1,4,19,10,14,27,40,36,46,98,167,400,644,810,822,1069,1516,2364,3786,4195,3970,3186,1919,1568,1813,1411,1060,663,241,86,13,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32013,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 01:00:00.000000 +11:00,24,33754,32082,true,true,0,0,0,0,0,0,1,1,0,0,2,3,5,4,7,1,1,5,13,12,18,28,30,37,73,63,160,332,660,820,857,1014,1464,2159,3590,4287,3924,3341,2074,1532,1819,1490,1043,813,265,102,19,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,32059,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:55:00.000000 +11:00,24,33754,32070,true,true,0,0,0,0,0,0,0,0,0,0,1,6,6,6,5,6,15,16,6,9,16,28,35,44,68,153,175,358,671,895,861,1111,1537,2298,3806,3944,3786,3395,2016,1579,1685,1370,978,819,249,87,17,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,32046,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:50:00.000000 +11:00,24,33754,32061,true,true,0,0,0,0,0,0,0,0,3,2,1,8,8,2,5,14,14,16,11,14,16,30,54,39,104,225,214,519,851,853,999,1337,1813,2988,4058,3767,3680,2949,1489,1653,1632,1063,1021,457,106,32,11,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,32032,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:45:00.000000 +11:00,24,33754,32099,true,true,0,0,0,0,0,0,0,0,1,2,2,1,7,5,4,11,4,19,18,18,21,26,30,45,91,168,233,384,664,849,915,1122,1449,2394,3435,3981,3620,3510,2134,1491,1757,1418,1068,856,261,63,14,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,32077,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:40:00.000000 +11:00,24,33754,32087,true,true,0,0,0,0,0,0,0,1,2,2,2,3,5,3,7,10,19,18,18,28,24,30,66,112,182,218,315,634,862,983,1115,1279,1912,3272,3891,3656,3398,2700,1482,1771,1527,1039,1005,372,82,34,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,32062,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:35:00.000000 +11:00,24,33754,32097,true,true,0,0,3,1,1,0,0,4,3,0,4,7,4,5,9,16,12,9,22,23,20,46,101,161,179,243,535,749,931,925,1161,1546,2491,3698,3609,3430,3033,2288,1777,1685,1265,911,861,232,60,32,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32056,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:30:00.000000 +11:00,24,33754,32070,true,true,0,0,1,0,3,2,0,2,6,5,1,4,1,9,7,10,16,18,18,23,24,49,104,147,209,254,513,731,929,953,1142,1502,2270,3414,3790,3472,2970,2545,1707,1720,1266,855,937,313,70,48,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,32029,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:25:00.000000 +11:00,24,33754,32098,true,true,0,1,3,3,3,1,3,4,1,0,6,5,4,7,9,21,21,26,28,39,57,87,145,192,207,395,726,928,974,991,1299,2103,3216,4049,3257,2828,2885,1946,1731,1430,760,915,577,161,42,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,32048,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:20:00.000000 +11:00,24,33754,32014,true,true,0,0,0,1,0,0,0,5,2,4,7,5,8,8,8,20,26,22,29,36,46,71,159,169,213,311,690,828,948,877,1161,1857,2846,3989,3383,3010,2882,2179,1857,1554,881,736,823,266,54,38,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,31966,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:15:00.000000 +11:00,24,33754,32087,true,true,0,0,0,1,0,0,0,2,3,2,6,10,5,3,10,11,15,20,25,33,46,64,85,149,192,269,505,722,929,915,1061,1493,2211,3547,3579,3358,2924,2741,1725,1707,1293,820,972,444,130,41,16,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,32045,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:10:00.000000 +11:00,24,33754,32097,true,true,0,0,1,0,0,0,1,2,3,6,6,7,7,6,8,12,15,29,32,34,55,88,145,189,240,400,715,846,932,943,1365,1990,3370,3761,3286,2876,2984,1949,1724,1513,845,848,647,134,54,26,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,32050,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:05:00.000000 +11:00,24,33754,32073,true,true,0,0,0,0,0,0,0,3,2,2,0,0,4,6,4,5,4,7,15,25,24,18,33,66,122,254,430,669,940,889,1247,1622,2772,4324,4162,3527,3092,1355,1637,1803,1223,1059,515,143,53,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32052,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 00:00:00.000000 +11:00,24,33754,32002,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,5,2,14,11,7,12,11,40,21,57,193,569,820,788,758,975,1645,3899,4874,5205,3445,1282,1209,1852,1782,1479,777,185,44,20,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31999,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:15:00.000000 +11:00,24,33754,32014,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,4,11,6,3,6,31,13,30,49,106,377,769,894,789,797,1136,2958,4812,5368,4394,1890,978,1550,1861,1750,1009,301,70,23,12,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32013,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:10:00.000000 +11:00,24,33754,32074,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,6,11,7,9,11,20,34,30,118,221,576,908,834,797,926,1860,4283,5296,5061,2893,1046,1355,1876,1855,1369,509,101,31,13,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32073,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:05:00.000000 +11:00,24,33754,32047,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,11,5,4,8,30,56,46,69,172,432,807,907,749,903,1442,3648,4967,5292,3746,1314,1141,1822,1978,1524,714,170,44,17,8,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32046,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:00:00.000000 +11:00,24,33754,32026,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,6,3,3,6,1,4,5,16,33,48,77,141,464,781,842,792,770,1449,3555,4936,5406,3874,1361,1123,1705,1928,1623,765,210,59,14,9,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32023,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:55:00.000000 +11:00,24,33754,32072,true,true,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,2,6,3,0,3,4,6,2,4,29,29,46,48,142,478,837,829,790,748,1425,3575,5136,5458,3745,1357,1092,1748,1911,1566,746,208,59,15,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32069,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:50:00.000000 +11:00,24,33754,32080,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,6,4,5,4,0,4,4,21,35,30,41,121,419,726,785,876,745,1190,3160,5020,5307,4290,1714,1032,1697,1824,1611,1011,276,57,38,13,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32077,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:45:00.000000 +11:00,24,33754,32085,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,5,10,5,5,5,15,31,38,31,124,260,597,835,919,691,1090,2379,4571,4810,5243,2455,1047,1545,1809,1678,1279,420,118,38,13,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32081,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:40:00.000000 +11:00,24,33754,32083,true,true,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,1,12,9,2,7,14,39,18,40,149,294,664,898,915,690,1059,2507,4830,4972,5124,2043,949,1521,1953,1741,1185,328,73,15,14,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32080,0,,,,,,,,,,,,,,,,,,,,,
