zone_substation_uuid,interval_ts,zone_substation_id,child_count_z,channels_reported_z,recommend_sample_b,recommend_final_b,voltage_202_z,voltage_203_z,voltage_204_z,voltage_205_z,voltage_206_z,voltage_207_z,voltage_208_z,voltage_209_z,voltage_210_z,voltage_211_z,voltage_212_z,voltage_213_z,voltage_214_z,voltage_215_z,voltage_216_z,voltage_217_z,voltage_218_z,voltage_219_z,voltage_220_z,voltage_221_z,voltage_222_z,voltage_223_z,voltage_224_z,voltage_225_z,voltage_226_z,voltage_227_z,voltage_228_z,voltage_229_z,voltage_230_z,voltage_231_z,voltage_232_z,voltage_233_z,voltage_234_z,voltage_235_z,voltage_236_z,voltage_237_z,voltage_238_z,voltage_239_z,voltage_240_z,voltage_241_z,voltage_242_z,voltage_243_z,voltage_244_z,voltage_245_z,voltage_246_z,voltage_247_z,voltage_248_z,voltage_249_z,voltage_250_z,voltage_251_z,voltage_252_z,voltage_253_z,voltage_254_z,voltage_255_z,voltage_256_z,voltage_257_z,voltage_258_z,voltage_259_z,voltage_260_z,voltage_261_z,voltage_262_z,voltage_263_z,voltage_264_z,voltage_265_z,voltage_266_z,voltage_267_z,voltage_268_z,voltage_269_z,voltage_270_z,voltage_271_z,voltage_272_z,voltage_273_z,voltage_274_z,voltage_275_z,voltage_276_z,voltage_277_z,voltage_278_z,total_voltage_under_z,total_voltage_good_z,total_voltage_over_z,voltage_under_185_z,voltage_over_280_z,voltage_185_z,voltage_186_z,voltage_187_z,voltage_188_z,voltage_189_z,voltage_190_z,voltage_191_z,voltage_192_z,voltage_193_z,voltage_194_z,voltage_195_z,voltage_196_z,voltage_197_z,voltage_198_z,voltage_199_z,voltage_200_z,voltage_201_z,voltage_279_z,voltage_280_z
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:35:00.000000 +11:00,24,33754,32027,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,15,7,7,4,14,33,27,41,85,206,469,829,907,746,840,1906,3882,4770,5151,3523,1343,1302,1806,1720,1402,776,149,36,11,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32023,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:30:00.000000 +11:00,24,33754,32093,true,true,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,1,2,18,6,10,15,24,32,24,46,177,460,830,883,830,850,1549,3255,5008,4899,4035,1709,1187,1794,1711,1528,867,256,40,28,3,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32088,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 02:25:00.000000 +11:00,24,33754,32064,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,4,7,4,4,5,15,16,21,32,52,78,233,566,846,783,803,948,1863,3921,4787,4959,3516,1388,1339,1704,1756,1431,752,163,31,19,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32059,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 02:25:00.000000 +11:00,24,33760,32157,true,true,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,3,11,5,2,11,22,30,31,51,154,411,599,883,785,983,1449,3015,4622,4492,4580,2201,1228,1555,1790,1530,1166,386,108,26,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32153,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:20:00.000000 +11:00,24,33754,32010,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2,6,7,1,8,21,22,30,37,54,219,659,809,858,754,967,1872,4421,5306,4845,2945,1067,1346,1936,1765,1320,579,100,19,17,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32007,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:40:00.000000 +11:00,24,33754,32077,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,14,3,6,4,6,22,23,32,89,154,466,832,878,726,878,1579,3762,5279,5283,3463,1176,1120,1882,2055,1425,706,149,29,10,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32074,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:35:00.000000 +11:00,24,33754,32108,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,7,7,2,7,8,7,23,28,27,75,137,510,873,878,681,855,1531,3585,5361,5447,3493,1166,1121,1853,2029,1503,649,174,41,7,8,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32104,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:30:00.000000 +11:00,24,33754,32092,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,13,0,4,3,12,32,19,33,54,118,464,835,866,782,793,1381,3488,5170,5271,3859,1388,1119,1770,1997,1579,802,167,26,22,10,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32088,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:25:00.000000 +11:00,24,33754,32078,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,4,11,4,8,25,27,30,55,87,240,531,836,894,735,893,2083,4365,5227,4996,2916,998,1389,1874,1778,1301,593,106,34,13,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32076,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:45:00.000000 +11:00,24,33754,32084,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,14,2,6,7,6,25,14,31,75,207,476,893,886,705,920,1688,4076,5141,5322,3220,1099,1186,1825,1995,1471,616,114,30,9,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32081,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 02:40:00.000000 +11:00,24,33760,32052,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,4,10,4,3,6,16,36,48,47,130,254,544,767,762,851,1027,2230,4237,4743,4827,3047,1133,1422,1946,1749,1440,586,123,33,8,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32050,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:55:00.000000 +11:00,24,33754,32098,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,4,10,5,3,11,7,20,29,16,40,128,489,890,917,677,760,1376,3713,5524,5322,3552,1245,1083,1815,2025,1489,722,147,37,23,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32095,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 03:50:00.000000 +11:00,24,33754,32011,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,3,4,10,1,4,11,23,18,31,76,172,532,907,919,626,839,1709,4252,5380,5339,2900,1075,1129,1973,2009,1348,554,103,34,10,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32010,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 02:50:00.000000 +11:00,24,33760,32127,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,3,12,0,3,18,27,20,43,106,214,513,847,892,776,921,1862,4145,4947,4895,3347,1217,1264,2032,1790,1352,672,122,42,20,9,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32126,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 02:45:00.000000 +11:00,24,33760,32103,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,2,12,1,3,12,18,24,32,61,93,352,602,932,807,836,1181,2515,4653,4673,4889,2414,1029,1651,1890,1713,1220,356,77,27,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32100,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 04:00:00.000000 +11:00,24,33754,32021,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,5,9,2,2,10,3,11,26,32,64,149,527,860,946,637,822,1408,3658,5479,5634,3288,1069,1111,1811,2121,1512,665,99,25,18,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32018,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 04:20:00.000000 +11:00,24,33754,32069,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,5,4,3,7,2,2,4,17,16,52,69,176,537,865,890,744,783,1525,4079,5797,5256,2902,1063,1072,2103,1984,1384,544,103,41,19,5,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32066,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 04:15:00.000000 +11:00,24,33754,32078,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4,15,3,3,4,20,18,14,30,86,198,590,899,817,793,870,1578,4239,5749,5199,2750,1026,1189,2039,1898,1322,545,121,27,15,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32076,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 04:10:00.000000 +11:00,24,33754,32083,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,5,3,14,12,11,6,18,25,38,113,364,688,906,841,655,1063,2611,5201,5774,4542,1519,928,1542,2103,1729,1003,268,48,22,9,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32083,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 04:05:00.000000 +11:00,24,33754,32031,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,1,5,3,12,4,11,21,21,26,36,143,535,921,882,687,763,1395,3563,5752,5725,3020,1188,1073,1832,2062,1578,602,103,32,11,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32029,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:30:00.000000 +11:00,24,33754,32097,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,4,1,9,4,2,15,19,31,31,54,187,460,801,747,771,832,1412,3386,5060,5074,3911,1687,1169,1776,1833,1504,937,268,59,25,14,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32094,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 04:45:00.000000 +11:00,24,33754,32039,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,10,6,2,2,6,24,20,38,91,144,542,917,868,686,804,1547,3993,5698,5398,2883,1010,1233,1791,2031,1576,526,126,34,7,11,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32036,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 04:40:00.000000 +11:00,24,33754,32040,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,5,0,3,12,23,33,55,92,442,795,844,748,748,1185,2980,5527,5718,3863,1327,1043,1575,2167,1650,891,219,47,9,13,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32040,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 03:20:00.000000 +11:00,24,33760,32115,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,9,7,1,3,2,19,24,17,56,55,195,502,897,828,783,830,1887,4058,4975,5417,3108,1112,1270,1771,2002,1486,620,107,36,15,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32111,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 04:50:00.000000 +11:00,24,33754,32071,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,4,10,2,2,9,16,15,18,38,91,172,577,968,884,694,887,1899,4533,5467,4959,2597,1027,1384,1976,1850,1337,495,103,27,9,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32068,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:20:00.000000 +11:00,24,33754,32022,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,1,11,2,2,14,15,18,46,82,170,430,766,816,737,788,1320,3311,5231,5247,4157,1368,1077,1893,1899,1476,844,193,65,15,11,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32019,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:00:00.000000 +11:00,24,33754,32046,true,true,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,8,3,6,6,1,3,14,23,29,63,77,283,676,920,751,625,1016,2385,5231,5484,4564,2115,943,1414,2103,1651,1233,315,53,16,7,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32042,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 04:55:00.000000 +11:00,24,33754,32062,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,1,13,4,6,13,19,30,29,113,200,626,960,846,649,887,2020,4826,5701,4871,2301,911,1292,2125,1821,1271,380,89,26,5,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32061,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 03:25:00.000000 +11:00,24,33760,32082,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,5,8,6,10,19,23,22,47,42,225,519,809,804,816,830,1943,4190,4728,5179,3382,1140,1299,1789,1781,1602,645,140,40,13,8,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32080,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:05:00.000000 +11:00,24,33754,32076,true,true,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,9,5,2,9,4,11,21,37,40,53,134,451,875,877,611,778,1407,3717,5311,5260,3726,1414,1052,1838,1903,1515,784,153,37,19,10,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32073,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:25:00.000000 +11:00,24,33754,32094,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,1,14,9,5,6,21,29,64,129,331,676,793,740,810,1092,2435,4821,5231,4740,2196,1046,1614,1941,1674,1090,420,109,24,8,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32093,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 03:55:00.000000 +11:00,24,33760,32100,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,11,1,4,7,7,23,19,56,83,332,666,696,814,929,1018,2353,4361,4704,5105,2747,1093,1454,1831,1725,1452,450,90,29,13,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32097,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 04:00:00.000000 +11:00,24,33760,32079,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,3,12,3,1,4,6,13,22,20,42,102,359,668,801,864,850,1030,2775,4514,5037,4906,2135,1004,1535,1910,1803,1225,315,65,27,8,6,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32076,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 04:15:00.000000 +11:00,24,33760,32112,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,1,13,5,3,11,17,34,41,113,215,481,806,845,848,813,1841,4148,4866,5534,3009,1060,1285,1839,1914,1573,580,141,40,12,8,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32111,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 04:20:00.000000 +11:00,24,33760,32019,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,7,6,3,4,5,9,16,27,50,105,220,599,885,832,772,887,2178,4677,4777,4996,2782,997,1386,1848,1858,1397,528,103,35,7,8,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32016,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-09 04:35:00.000000 +11:00,24,33760,32069,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,8,10,6,4,1,12,14,23,54,109,263,639,865,800,802,957,2340,4809,4765,4852,2606,1091,1432,1989,1671,1299,520,67,33,8,7,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32066,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:40:00.000000 +11:00,24,33754,32109,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,0,2,13,7,7,7,34,19,53,119,322,627,803,781,883,1023,2472,4941,4944,4449,2757,1136,1500,1876,1514,1170,489,87,43,10,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32106,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 19:20:00.000000 +11:00,24,33760,32032,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,7,20,19,41,37,75,136,240,465,718,731,808,1325,1835,2902,3750,3733,3303,2784,2125,1775,1756,1340,932,760,306,68,17,8,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32030,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 19:15:00.000000 +11:00,24,33760,32083,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,4,7,9,29,43,55,105,145,240,406,625,736,929,1234,1604,2880,3563,3581,3351,3013,2379,1769,1800,1391,952,782,304,97,20,10,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32082,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 19:10:00.000000 +11:00,24,33760,32055,true,true,0,0,0,0,0,4,2,3,2,5,1,0,0,0,4,0,0,7,13,26,39,70,112,200,286,502,743,945,973,1461,2069,3223,3936,3452,3197,2750,1970,1626,1565,1145,922,577,147,47,19,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32034,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 18:50:00.000000 +11:00,24,33760,32068,true,true,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,10,6,5,15,36,50,66,106,241,329,512,699,917,1089,1440,2245,3282,3874,3529,3266,2483,1821,1813,1455,1173,874,499,169,31,11,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,32055,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 18:45:00.000000 +11:00,24,33760,32080,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,4,16,14,21,27,38,64,99,167,300,530,653,820,1095,1340,2043,3159,3736,3738,3367,2640,1910,1742,1510,1298,958,537,181,42,15,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,32072,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 18:30:00.000000 +11:00,24,33760,32084,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,9,9,18,30,71,97,158,289,500,658,908,1196,1244,1731,2755,3495,3891,3507,2715,1945,1907,1605,1430,1072,547,185,61,31,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32083,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 06:10:00.000000 +11:00,24,33754,32105,true,true,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,14,3,5,4,10,24,24,30,58,115,399,802,826,824,891,1360,2980,4844,4460,4083,2500,1282,1838,1811,1350,1085,322,103,32,13,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32102,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 06:05:00.000000 +11:00,24,33754,32068,true,true,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,9,8,1,4,10,32,34,41,65,110,369,690,922,786,890,1445,3081,4998,4394,3782,2589,1388,1805,1742,1329,1067,331,71,41,15,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32064,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 06:00:00.000000 +11:00,24,33754,32069,true,true,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,3,3,2,7,5,13,28,36,57,77,346,673,843,854,775,1206,2596,4794,4724,4308,2625,1335,1646,1885,1469,1178,392,113,38,10,7,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32066,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:55:00.000000 +11:00,24,33754,32115,true,true,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,9,5,6,4,4,13,35,40,38,109,277,614,814,830,780,984,2142,4534,5443,4472,2814,1210,1480,2028,1631,1186,434,106,40,13,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32112,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:50:00.000000 +11:00,24,33754,32071,true,true,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,4,13,0,6,15,11,16,21,32,48,154,617,805,833,802,937,1523,3876,5416,4812,3424,1487,1193,2010,1898,1267,605,172,39,14,7,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32068,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:45:00.000000 +11:00,24,33754,32018,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,11,2,3,6,22,14,18,34,70,152,507,802,810,792,870,1521,3842,5309,4677,3649,1603,1189,2005,1804,1284,727,200,49,21,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32016,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:35:00.000000 +11:00,24,33754,32030,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,3,11,3,6,8,19,32,43,55,159,448,749,818,786,841,1447,3452,4961,5052,3966,1679,1197,1770,1815,1500,832,252,78,22,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32027,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:15:00.000000 +11:00,24,33754,32048,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,6,7,4,2,11,21,23,27,63,170,435,780,825,684,812,1248,3444,5418,5161,3990,1456,1071,1868,1895,1472,856,183,66,24,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32045,0,,,,,,,,,,,,,,,,,,,,,
44837d38-296b-4d13-a126-17760c19d8aa,2023-02-08 05:10:00.000000 +11:00,24,33754,32106,true,true,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,10,4,2,5,5,20,23,34,53,117,419,749,845,752,721,1137,3040,5303,5292,4240,1729,1037,1572,2099,1552,991,261,48,18,14,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32104,0,,,,,,,,,,,,,,,,,,,,,
