meter_id,meter_consumption_reading_type_id,start_timestamptz_ts,active_consumption_kwh,active_generation_kwh,reactive_consumption_kvarh,reactive_generation_kvarh
91712,1,2023-04-12 12:30:00+10,1.1125,,,
91712,1,2023-04-12 13:00:00+10,1.2625,,,
91712,1,2023-04-12 13:30:00+10,0.5875,,,
91712,1,2023-04-12 14:00:00+10,0.1937,,,
91712,1,2023-04-12 14:30:00+10,0.1625,,,
91712,1,2023-04-12 15:00:00+10,0.1500,,,
91712,1,2023-04-12 15:30:00+10,0.1437,,,
91712,1,2023-04-12 16:00:00+10,0.0937,,,
91712,1,2023-04-12 16:30:00+10,0.1187,,,
91712,1,2023-04-12 17:00:00+10,0.2625,,,
91712,1,2023-04-12 17:30:00+10,0.4125,,,
91712,1,2023-04-12 18:00:00+10,1.3375,,,
91712,1,2023-04-12 18:30:00+10,0.5625,,,
91712,1,2023-04-12 19:00:00+10,0.4812,,,
91712,1,2023-04-12 19:30:00+10,0.3687,,,
91712,1,2023-04-12 20:00:00+10,0.3750,,,
91712,1,2023-04-12 20:30:00+10,0.4312,,,
91712,1,2023-04-12 21:00:00+10,0.3437,,,
91712,1,2023-04-12 21:30:00+10,0.3250,,,
91712,1,2023-04-12 22:00:00+10,0.2500,,,
91712,1,2023-04-12 22:30:00+10,0.2500,,,
91712,1,2023-04-12 23:00:00+10,0.2500,,,
91712,1,2023-04-12 23:30:00+10,0.2250,,,
91712,1,2023-04-13 00:00:00+10,0.2250,,,
355292,1,2023-04-12 00:00:00+10,0.0812,,,
355292,1,2023-04-12 00:30:00+10,0.5562,,,
355292,1,2023-04-12 01:00:00+10,0.0687,,,
355292,1,2023-04-12 01:30:00+10,0.1062,,,
355292,1,2023-04-12 02:00:00+10,0.0750,,,
355292,1,2023-04-12 02:30:00+10,0.0687,,,
355292,1,2023-04-12 03:00:00+10,0.0625,,,
355292,1,2023-04-12 03:30:00+10,0.0500,,,
355292,1,2023-04-12 04:00:00+10,0.0437,,,
355292,1,2023-04-12 04:30:00+10,0.0625,,,
355292,1,2023-04-12 05:00:00+10,0.0312,,,
355292,1,2023-04-12 05:30:00+10,0.0625,,,
355292,1,2023-04-12 06:00:00+10,0.0312,,,
355292,1,2023-04-12 06:30:00+10,0.0625,,,
355292,1,2023-04-12 07:00:00+10,0.0250,,,
355292,1,2023-04-12 07:30:00+10,0.0625,,,
355292,1,2023-04-12 08:00:00+10,0.1375,,,
355292,1,2023-04-12 08:30:00+10,0.1562,,,
355292,1,2023-04-12 09:00:00+10,0.0312,,,
355292,1,2023-04-12 09:30:00+10,0.0562,,,
355292,1,2023-04-12 10:00:00+10,0.0375,,,
355292,1,2023-04-12 10:30:00+10,0.0500,,,
355292,1,2023-04-12 11:00:00+10,0.0375,,,
355292,1,2023-04-12 11:30:00+10,0.0500,,,
355292,1,2023-04-12 12:00:00+10,0.0437,,,
355292,1,2023-04-12 12:30:00+10,0.0500,,,
355292,1,2023-04-12 13:00:00+10,0.0437,,,
355292,1,2023-04-12 13:30:00+10,0.0437,,,
355292,1,2023-04-12 14:00:00+10,0.0500,,,
355292,1,2023-04-12 14:30:00+10,0.0375,,,
355292,1,2023-04-12 15:00:00+10,0.0562,,,
355292,1,2023-04-12 15:30:00+10,0.0375,,,
355292,1,2023-04-12 16:00:00+10,0.0562,,,
355292,1,2023-04-12 16:30:00+10,0.0312,,,
355292,1,2023-04-12 17:00:00+10,0.0625,,,
355292,1,2023-04-12 17:30:00+10,0.0250,,,
355292,1,2023-04-12 18:00:00+10,0.0625,,,
355292,1,2023-04-12 18:30:00+10,0.0312,,,
355292,1,2023-04-12 19:00:00+10,0.0625,,,
355292,1,2023-04-12 19:30:00+10,0.0250,,,
355292,1,2023-04-12 20:00:00+10,0.0625,,,
355292,1,2023-04-12 20:30:00+10,0.0312,,,
355292,1,2023-04-12 21:00:00+10,0.3750,,,
355292,1,2023-04-12 21:30:00+10,0.4312,,,
355292,1,2023-04-12 22:00:00+10,0.2187,,,
355292,1,2023-04-12 22:30:00+10,0.2312,,,
355292,1,2023-04-12 23:00:00+10,0.2187,,,
355292,1,2023-04-12 23:30:00+10,0.2000,,,
355292,1,2023-04-13 00:00:00+10,0.2312,,,
481198,1,2023-04-12 00:00:00+10,0.1500,,,
481198,1,2023-04-12 00:30:00+10,0.1125,,,
481198,1,2023-04-12 01:00:00+10,0.1250,,,
481198,1,2023-04-12 01:30:00+10,0.1000,,,
481198,1,2023-04-12 02:00:00+10,0.1125,,,
481198,1,2023-04-12 02:30:00+10,0.1000,,,
481198,1,2023-04-12 03:00:00+10,0.1125,,,
481198,1,2023-04-12 03:30:00+10,0.1125,,,
481198,1,2023-04-12 04:00:00+10,0.1000,,,
481198,1,2023-04-12 04:30:00+10,0.1000,,,
481198,1,2023-04-12 05:00:00+10,0.2375,,,
481198,1,2023-04-12 05:30:00+10,0.1625,,,
481198,1,2023-04-12 06:00:00+10,0.1125,,,
481198,1,2023-04-12 06:30:00+10,0.1375,,,
481198,1,2023-04-12 07:00:00+10,0.1500,,,
481198,1,2023-04-12 07:30:00+10,0.1250,,,
481198,1,2023-04-12 08:00:00+10,0.1125,,,
481198,1,2023-04-12 08:30:00+10,0.3000,,,
481198,1,2023-04-12 09:00:00+10,0.6250,,,
481198,1,2023-04-12 09:30:00+10,0.5875,,,
481198,1,2023-04-12 10:00:00+10,0.6000,,,
481198,1,2023-04-12 10:30:00+10,0.5750,,,
481198,1,2023-04-12 11:00:00+10,0.6000,,,
481198,1,2023-04-12 11:30:00+10,0.5875,,,
481198,1,2023-04-12 12:00:00+10,0.7625,,,
481198,1,2023-04-12 12:30:00+10,0.8875,,,
481198,1,2023-04-12 13:00:00+10,0.8375,,,
481198,1,2023-04-12 13:30:00+10,0.3875,,,
481198,1,2023-04-12 14:00:00+10,0.1375,,,
481198,1,2023-04-12 14:30:00+10,0.1125,,,
481198,1,2023-04-12 15:00:00+10,0.1125,,,
481198,1,2023-04-12 15:30:00+10,0.1250,,,
481198,1,2023-04-12 16:00:00+10,0.1375,,,
481198,1,2023-04-12 16:30:00+10,0.1000,,,
481198,1,2023-04-12 17:00:00+10,0.1125,,,
481198,1,2023-04-12 17:30:00+10,0.1125,,,
481198,1,2023-04-12 18:00:00+10,0.1125,,,
481198,1,2023-04-12 18:30:00+10,0.1000,,,
481198,1,2023-04-12 19:00:00+10,0.1125,,,
481198,1,2023-04-12 19:30:00+10,0.1125,,,
481198,1,2023-04-12 20:00:00+10,0.1000,,,
481198,1,2023-04-12 20:30:00+10,0.1000,,,
481198,1,2023-04-12 21:00:00+10,0.1125,,,
481198,1,2023-04-12 21:30:00+10,0.1000,,,
481198,1,2023-04-12 22:00:00+10,0.1125,,,
481198,1,2023-04-12 22:30:00+10,0.1125,,,
481198,1,2023-04-12 23:00:00+10,0.1125,,,
481198,1,2023-04-12 23:30:00+10,0.1125,,,
481198,1,2023-04-13 00:00:00+10,0.1250,,,
429231,1,2023-04-12 00:00:00+10,0.1375,,,
429231,1,2023-04-12 00:30:00+10,0.0875,,,
429231,1,2023-04-12 01:00:00+10,0.0937,,,
429231,1,2023-04-12 01:30:00+10,0.0437,,,
