meter_id,meter_consumption_reading_type_id,start_timestamptz_ts,active_consumption_kwh,active_generation_kwh,reactive_consumption_kvarh,reactive_generation_kvarh
215769,1,2023-04-12 12:00:00+10,0.0812,,,
215769,1,2023-04-12 12:30:00+10,0.3500,,,
215769,1,2023-04-12 13:00:00+10,0.3562,,,
215769,1,2023-04-12 13:30:00+10,0.3750,,,
215769,1,2023-04-12 14:00:00+10,0.2437,,,
215769,1,2023-04-12 14:30:00+10,0.2437,,,
215769,1,2023-04-12 15:00:00+10,0.2437,,,
215769,1,2023-04-12 15:30:00+10,0.2312,,,
215769,1,2023-04-12 16:00:00+10,0.3375,,,
215769,1,2023-04-12 16:30:00+10,0.2062,,,
215769,1,2023-04-12 17:00:00+10,0.2187,,,
215769,1,2023-04-12 17:30:00+10,0.2187,,,
215769,1,2023-04-12 18:00:00+10,0.2125,,,
215769,1,2023-04-12 18:30:00+10,0.3125,,,
215769,1,2023-04-12 19:00:00+10,0.2312,,,
215769,1,2023-04-12 19:30:00+10,0.2250,,,
215769,1,2023-04-12 20:00:00+10,0.2312,,,
215769,1,2023-04-12 20:30:00+10,0.2250,,,
215769,1,2023-04-12 21:00:00+10,0.2250,,,
215769,1,2023-04-12 21:30:00+10,0.2000,,,
215769,1,2023-04-12 22:00:00+10,0.0500,,,
215769,1,2023-04-12 22:30:00+10,0.0437,,,
215769,1,2023-04-12 23:00:00+10,0.0500,,,
215769,1,2023-04-12 23:30:00+10,0.0437,,,
215769,1,2023-04-13 00:00:00+10,0.0437,,,
79075,1,2023-04-12 00:00:00+10,0.1687,,,
79075,1,2023-04-12 00:30:00+10,0.1562,,,
79075,1,2023-04-12 01:00:00+10,0.1687,,,
79075,1,2023-04-12 01:30:00+10,0.1500,,,
79075,1,2023-04-12 02:00:00+10,0.1812,,,
79075,1,2023-04-12 02:30:00+10,0.1437,,,
79075,1,2023-04-12 03:00:00+10,0.1812,,,
79075,1,2023-04-12 03:30:00+10,0.1437,,,
79075,1,2023-04-12 04:00:00+10,0.1750,,,
79075,1,2023-04-12 04:30:00+10,0.1500,,,
79075,1,2023-04-12 05:00:00+10,0.1687,,,
79075,1,2023-04-12 05:30:00+10,0.1562,,,
79075,1,2023-04-12 06:00:00+10,0.1625,,,
79075,1,2023-04-12 06:30:00+10,0.1687,,,
79075,1,2023-04-12 07:00:00+10,0.1500,,,
79075,1,2023-04-12 07:30:00+10,0.2125,,,
79075,1,2023-04-12 08:00:00+10,0.1562,,,
79075,1,2023-04-12 08:30:00+10,0.1875,,,
79075,1,2023-04-12 09:00:00+10,0.1562,,,
79075,1,2023-04-12 09:30:00+10,0.1812,,,
79075,1,2023-04-12 10:00:00+10,0.1562,,,
79075,1,2023-04-12 10:30:00+10,0.1750,,,
79075,1,2023-04-12 11:00:00+10,0.2187,,,
79075,1,2023-04-12 11:30:00+10,0.1937,,,
79075,1,2023-04-12 12:00:00+10,0.1562,,,
79075,1,2023-04-12 12:30:00+10,0.1875,,,
79075,1,2023-04-12 13:00:00+10,0.1562,,,
79075,1,2023-04-12 13:30:00+10,0.1812,,,
79075,1,2023-04-12 14:00:00+10,0.1625,,,
79075,1,2023-04-12 14:30:00+10,0.1750,,,
79075,1,2023-04-12 15:00:00+10,0.1687,,,
79075,1,2023-04-12 15:30:00+10,0.1625,,,
79075,1,2023-04-12 16:00:00+10,0.1812,,,
79075,1,2023-04-12 16:30:00+10,0.1562,,,
79075,1,2023-04-12 17:00:00+10,0.1875,,,
79075,1,2023-04-12 17:30:00+10,0.1562,,,
79075,1,2023-04-12 18:00:00+10,0.1812,,,
79075,1,2023-04-12 18:30:00+10,0.2062,,,
79075,1,2023-04-12 19:00:00+10,0.2375,,,
79075,1,2023-04-12 19:30:00+10,0.2187,,,
79075,1,2023-04-12 20:00:00+10,0.2125,,,
79075,1,2023-04-12 20:30:00+10,0.2375,,,
79075,1,2023-04-12 21:00:00+10,0.2312,,,
79075,1,2023-04-12 21:30:00+10,0.2500,,,
79075,1,2023-04-12 22:00:00+10,0.2312,,,
79075,1,2023-04-12 22:30:00+10,0.1937,,,
79075,1,2023-04-12 23:00:00+10,0.1875,,,
79075,1,2023-04-12 23:30:00+10,0.1750,,,
79075,1,2023-04-13 00:00:00+10,0.1875,,,
239774,1,2023-04-12 00:00:00+10,0.0312,,,
239774,1,2023-04-12 00:30:00+10,0.0437,,,
239774,1,2023-04-12 01:00:00+10,0.0375,,,
239774,1,2023-04-12 01:30:00+10,0.0312,,,
239774,1,2023-04-12 02:00:00+10,0.0312,,,
239774,1,2023-04-12 02:30:00+10,0.0375,,,
239774,1,2023-04-12 03:00:00+10,0.0375,,,
239774,1,2023-04-12 03:30:00+10,0.0250,,,
239774,1,2023-04-12 04:00:00+10,0.0312,,,
239774,1,2023-04-12 04:30:00+10,0.0437,,,
239774,1,2023-04-12 05:00:00+10,0.0625,,,
239774,1,2023-04-12 05:30:00+10,0.0562,,,
239774,1,2023-04-12 06:00:00+10,0.1125,,,
239774,1,2023-04-12 06:30:00+10,0.1562,,,
239774,1,2023-04-12 07:00:00+10,0.2750,,,
239774,1,2023-04-12 07:30:00+10,0.2437,,,
239774,1,2023-04-12 08:00:00+10,0.1750,,,
239774,1,2023-04-12 08:30:00+10,0.1250,,,
239774,1,2023-04-12 09:00:00+10,0.1625,,,
239774,1,2023-04-12 09:30:00+10,0.1000,,,
239774,1,2023-04-12 10:00:00+10,0.1062,,,
239774,1,2023-04-12 10:30:00+10,0.1625,,,
239774,1,2023-04-12 11:00:00+10,0.0875,,,
239774,1,2023-04-12 11:30:00+10,0.0812,,,
239774,1,2023-04-12 12:00:00+10,0.0312,,,
239774,1,2023-04-12 12:30:00+10,0.1562,,,
239774,1,2023-04-12 13:00:00+10,0.1000,,,
239774,1,2023-04-12 13:30:00+10,0.1375,,,
239774,1,2023-04-12 14:00:00+10,0.1000,,,
239774,1,2023-04-12 14:30:00+10,0.0625,,,
239774,1,2023-04-12 15:00:00+10,0.0437,,,
239774,1,2023-04-12 15:30:00+10,0.0250,,,
239774,1,2023-04-12 16:00:00+10,0.0375,,,
239774,1,2023-04-12 16:30:00+10,0.0500,,,
239774,1,2023-04-12 17:00:00+10,0.0500,,,
239774,1,2023-04-12 17:30:00+10,0.0562,,,
239774,1,2023-04-12 18:00:00+10,0.2625,,,
239774,1,2023-04-12 18:30:00+10,0.0750,,,
239774,1,2023-04-12 19:00:00+10,0.0812,,,
239774,1,2023-04-12 19:30:00+10,0.1625,,,
239774,1,2023-04-12 20:00:00+10,0.0812,,,
239774,1,2023-04-12 20:30:00+10,0.0500,,,
239774,1,2023-04-12 21:00:00+10,0.0562,,,
239774,1,2023-04-12 21:30:00+10,0.0500,,,
239774,1,2023-04-12 22:00:00+10,0.0500,,,
239774,1,2023-04-12 22:30:00+10,0.0312,,,
239774,1,2023-04-12 23:00:00+10,0.0437,,,
239774,1,2023-04-12 23:30:00+10,0.0375,,,
239774,1,2023-04-13 00:00:00+10,0.0312,,,
552117,1,2023-04-12 00:00:00+10,0.1000,,,
552117,1,2023-04-12 00:30:00+10,0.0875,,,
552117,1,2023-04-12 01:00:00+10,0.0812,,,
552117,1,2023-04-12 01:30:00+10,0.0875,,,
552117,1,2023-04-12 02:00:00+10,0.0937,,,
552117,1,2023-04-12 02:30:00+10,0.0937,,,
552117,1,2023-04-12 03:00:00+10,0.0812,,,
552117,1,2023-04-12 03:30:00+10,0.0812,,,
552117,1,2023-04-12 04:00:00+10,0.0875,,,
552117,1,2023-04-12 04:30:00+10,0.0937,,,
552117,1,2023-04-12 05:00:00+10,0.0812,,,
552117,1,2023-04-12 05:30:00+10,0.0750,,,
552117,1,2023-04-12 06:00:00+10,0.0812,,,
552117,1,2023-04-12 06:30:00+10,0.0875,,,
552117,1,2023-04-12 07:00:00+10,0.0875,,,
552117,1,2023-04-12 07:30:00+10,0.0812,,,
552117,1,2023-04-12 08:00:00+10,0.1000,,,
552117,1,2023-04-12 08:30:00+10,0.2750,,,
552117,1,2023-04-12 09:00:00+10,0.2500,,,
552117,1,2023-04-12 09:30:00+10,0.1250,,,
552117,1,2023-04-12 10:00:00+10,0.1187,,,
552117,1,2023-04-12 10:30:00+10,0.1125,,,
552117,1,2023-04-12 11:00:00+10,0.1250,,,
552117,1,2023-04-12 11:30:00+10,0.1500,,,
552117,1,2023-04-12 12:00:00+10,0.1312,,,
552117,1,2023-04-12 12:30:00+10,0.1062,,,
552117,1,2023-04-12 13:00:00+10,0.0812,,,
552117,1,2023-04-12 13:30:00+10,0.0937,,,
552117,1,2023-04-12 14:00:00+10,0.0875,,,
552117,1,2023-04-12 14:30:00+10,0.0812,,,
552117,1,2023-04-12 15:00:00+10,0.0812,,,
552117,1,2023-04-12 15:30:00+10,0.0812,,,
552117,1,2023-04-12 16:00:00+10,0.0937,,,
552117,1,2023-04-12 16:30:00+10,0.1062,,,
552117,1,2023-04-12 17:00:00+10,0.1062,,,
552117,1,2023-04-12 17:30:00+10,0.1187,,,
552117,1,2023-04-12 18:00:00+10,0.1187,,,
552117,1,2023-04-12 18:30:00+10,0.1437,,,
552117,1,2023-04-12 19:00:00+10,0.1375,,,
552117,1,2023-04-12 19:30:00+10,0.2250,,,
552117,1,2023-04-12 20:00:00+10,0.1312,,,
552117,1,2023-04-12 20:30:00+10,0.1437,,,
552117,1,2023-04-12 21:00:00+10,0.5000,,,
552117,1,2023-04-12 21:30:00+10,0.2125,,,
552117,1,2023-04-12 22:00:00+10,0.2125,,,
552117,1,2023-04-12 22:30:00+10,0.1500,,,
552117,1,2023-04-12 23:00:00+10,0.1500,,,
552117,1,2023-04-12 23:30:00+10,0.1375,,,
552117,1,2023-04-13 00:00:00+10,0.1312,,,
340715,1,2023-04-12 00:00:00+10,0.6437,,,
340715,1,2023-04-12 00:30:00+10,0.7750,,,
340715,1,2023-04-12 01:00:00+10,0.6437,,,
340715,1,2023-04-12 01:30:00+10,0.6437,,,
340715,1,2023-04-12 02:00:00+10,0.6437,,,
340715,1,2023-04-12 02:30:00+10,0.6375,,,
340715,1,2023-04-12 03:00:00+10,0.6375,,,
340715,1,2023-04-12 03:30:00+10,0.6250,,,
340715,1,2023-04-12 04:00:00+10,0.6312,,,
340715,1,2023-04-12 04:30:00+10,0.6375,,,
340715,1,2023-04-12 05:00:00+10,0.6500,,,
340715,1,2023-04-12 05:30:00+10,0.7312,,,
340715,1,2023-04-12 06:00:00+10,0.6500,,,
340715,1,2023-04-12 06:30:00+10,0.6250,,,
340715,1,2023-04-12 07:00:00+10,0.6187,,,
340715,1,2023-04-12 07:30:00+10,0.6375,,,
340715,1,2023-04-12 08:00:00+10,1.3000,,,
340715,1,2023-04-12 08:30:00+10,0.7875,,,
340715,1,2023-04-12 09:00:00+10,0.6062,,,
340715,1,2023-04-12 09:30:00+10,0.6625,,,
340715,1,2023-04-12 10:00:00+10,0.6562,,,
340715,1,2023-04-12 10:30:00+10,0.5312,,,
340715,1,2023-04-12 11:00:00+10,0.0375,,,
340715,1,2023-04-12 11:30:00+10,0.0437,,,
340715,1,2023-04-12 12:00:00+10,0.1312,,,
340715,1,2023-04-12 12:30:00+10,0.0500,,,
340715,1,2023-04-12 13:00:00+10,0.0750,,,
340715,1,2023-04-12 13:30:00+10,0.0875,,,
340715,1,2023-04-12 14:00:00+10,0.1875,,,
340715,1,2023-04-12 14:30:00+10,0.0562,,,
340715,1,2023-04-12 15:00:00+10,0.0500,,,
340715,1,2023-04-12 15:30:00+10,0.0562,,,
340715,1,2023-04-12 16:00:00+10,0.0750,,,
340715,1,2023-04-12 16:30:00+10,0.4750,,,
340715,1,2023-04-12 17:00:00+10,0.6000,,,
340715,1,2023-04-12 17:30:00+10,1.2250,,,
340715,1,2023-04-12 18:00:00+10,1.7687,,,
340715,1,2023-04-12 18:30:00+10,1.5562,,,
340715,1,2023-04-12 19:00:00+10,0.2750,,,
340715,1,2023-04-12 19:30:00+10,0.1500,,,
340715,1,2023-04-12 20:00:00+10,1.2000,,,
340715,1,2023-04-12 20:30:00+10,1.2562,,,
340715,1,2023-04-12 21:00:00+10,1.0500,,,
340715,1,2023-04-12 21:30:00+10,0.3000,,,
340715,1,2023-04-12 22:00:00+10,0.2187,,,
340715,1,2023-04-12 22:30:00+10,0.1312,,,
340715,1,2023-04-12 23:00:00+10,0.1125,,,
340715,1,2023-04-12 23:30:00+10,0.1250,,,
340715,1,2023-04-13 00:00:00+10,0.0937,,,
84155,1,2023-04-12 00:00:00+10,0.0625,,,
84155,1,2023-04-12 00:30:00+10,0.1000,,,
84155,1,2023-04-12 01:00:00+10,0.0500,,,
84155,1,2023-04-12 01:30:00+10,0.0875,,,
84155,1,2023-04-12 02:00:00+10,0.0875,,,
84155,1,2023-04-12 02:30:00+10,0.0500,,,
84155,1,2023-04-12 03:00:00+10,0.0875,,,
84155,1,2023-04-12 03:30:00+10,0.0750,,,
84155,1,2023-04-12 04:00:00+10,0.0625,,,
84155,1,2023-04-12 04:30:00+10,0.1625,,,
84155,1,2023-04-12 05:00:00+10,0.1000,,,
84155,1,2023-04-12 05:30:00+10,0.1375,,,
84155,1,2023-04-12 06:00:00+10,0.1000,,,
84155,1,2023-04-12 06:30:00+10,0.0625,,,
84155,1,2023-04-12 07:00:00+10,0.0750,,,
84155,1,2023-04-12 07:30:00+10,0.0750,,,
84155,1,2023-04-12 08:00:00+10,0.0875,,,
84155,1,2023-04-12 08:30:00+10,0.0500,,,
84155,1,2023-04-12 09:00:00+10,0.0875,,,
84155,1,2023-04-12 09:30:00+10,0.0875,,,
84155,1,2023-04-12 10:00:00+10,0.0375,,,
84155,1,2023-04-12 10:30:00+10,0.1125,,,
84155,1,2023-04-12 11:00:00+10,0.1125,,,
84155,1,2023-04-12 11:30:00+10,0.1375,,,
84155,1,2023-04-12 12:00:00+10,0.1250,,,
84155,1,2023-04-12 12:30:00+10,0.0750,,,
84155,1,2023-04-12 13:00:00+10,0.0875,,,
84155,1,2023-04-12 13:30:00+10,0.1000,,,
84155,1,2023-04-12 14:00:00+10,0.0500,,,
84155,1,2023-04-12 14:30:00+10,0.1250,,,
84155,1,2023-04-12 15:00:00+10,0.0625,,,
84155,1,2023-04-12 15:30:00+10,0.0875,,,
84155,1,2023-04-12 16:00:00+10,0.1000,,,
84155,1,2023-04-12 16:30:00+10,0.0500,,,
84155,1,2023-04-12 17:00:00+10,0.1250,,,
84155,1,2023-04-12 17:30:00+10,0.0500,,,
84155,1,2023-04-12 18:00:00+10,0.1000,,,
84155,1,2023-04-12 18:30:00+10,0.0875,,,
84155,1,2023-04-12 19:00:00+10,0.0875,,,
84155,1,2023-04-12 19:30:00+10,0.0500,,,
84155,1,2023-04-12 20:00:00+10,0.1125,,,
84155,1,2023-04-12 20:30:00+10,0.0625,,,
84155,1,2023-04-12 21:00:00+10,0.0625,,,
84155,1,2023-04-12 21:30:00+10,0.1125,,,
84155,1,2023-04-12 22:00:00+10,0.0375,,,
84155,1,2023-04-12 22:30:00+10,0.1125,,,
84155,1,2023-04-12 23:00:00+10,0.0625,,,
84155,1,2023-04-12 23:30:00+10,0.0625,,,
84155,1,2023-04-13 00:00:00+10,0.1375,,,
337456,1,2023-04-12 00:00:00+10,0.0687,,,
337456,1,2023-04-12 00:30:00+10,0.0750,,,
337456,1,2023-04-12 01:00:00+10,0.0562,,,
337456,1,2023-04-12 01:30:00+10,0.0812,,,
337456,1,2023-04-12 02:00:00+10,0.0437,,,
337456,1,2023-04-12 02:30:00+10,0.0812,,,
337456,1,2023-04-12 03:00:00+10,0.0437,,,
337456,1,2023-04-12 03:30:00+10,0.0812,,,
337456,1,2023-04-12 04:00:00+10,0.0437,,,
337456,1,2023-04-12 04:30:00+10,0.0750,,,
337456,1,2023-04-12 05:00:00+10,0.0687,,,
337456,1,2023-04-12 05:30:00+10,0.0625,,,
337456,1,2023-04-12 06:00:00+10,0.0750,,,
337456,1,2023-04-12 06:30:00+10,0.0500,,,
337456,1,2023-04-12 07:00:00+10,0.1062,,,
337456,1,2023-04-12 07:30:00+10,0.1187,,,
337456,1,2023-04-12 08:00:00+10,0.5750,,,
337456,1,2023-04-12 08:30:00+10,0.0812,,,
337456,1,2023-04-12 09:00:00+10,0.6000,,,
337456,1,2023-04-12 09:30:00+10,0.1062,,,
337456,1,2023-04-12 10:00:00+10,0.1125,,,
337456,1,2023-04-12 10:30:00+10,0.0437,,,
337456,1,2023-04-12 11:00:00+10,0.0812,,,
337456,1,2023-04-12 11:30:00+10,0.0500,,,
337456,1,2023-04-12 12:00:00+10,0.0687,,,
337456,1,2023-04-12 12:30:00+10,0.0625,,,
337456,1,2023-04-12 13:00:00+10,0.0562,,,
337456,1,2023-04-12 13:30:00+10,0.0687,,,
337456,1,2023-04-12 14:00:00+10,0.0500,,,
337456,1,2023-04-12 14:30:00+10,0.0750,,,
337456,1,2023-04-12 15:00:00+10,0.0437,,,
337456,1,2023-04-12 15:30:00+10,0.0750,,,
337456,1,2023-04-12 16:00:00+10,0.0437,,,
337456,1,2023-04-12 16:30:00+10,0.0750,,,
337456,1,2023-04-12 17:00:00+10,0.0375,,,
337456,1,2023-04-12 17:30:00+10,0.0812,,,
337456,1,2023-04-12 18:00:00+10,0.0562,,,
337456,1,2023-04-12 18:30:00+10,0.0687,,,
337456,1,2023-04-12 19:00:00+10,0.0562,,,
337456,1,2023-04-12 19:30:00+10,0.0625,,,
337456,1,2023-04-12 20:00:00+10,0.0625,,,
337456,1,2023-04-12 20:30:00+10,0.0562,,,
337456,1,2023-04-12 21:00:00+10,0.0687,,,
337456,1,2023-04-12 21:30:00+10,0.0500,,,
337456,1,2023-04-12 22:00:00+10,0.1187,,,
337456,1,2023-04-12 22:30:00+10,0.0750,,,
337456,1,2023-04-12 23:00:00+10,0.0875,,,
337456,1,2023-04-12 23:30:00+10,0.0562,,,
337456,1,2023-04-13 00:00:00+10,0.0687,,,
64167,1,2023-04-12 00:00:00+10,0.0812,,,
64167,1,2023-04-12 00:30:00+10,0.0375,,,
64167,1,2023-04-12 01:00:00+10,0.0562,,,
64167,1,2023-04-12 01:30:00+10,0.0250,,,
64167,1,2023-04-12 02:00:00+10,0.0187,,,
64167,1,2023-04-12 02:30:00+10,0.0437,,,
64167,1,2023-04-12 03:00:00+10,0.0375,,,
64167,1,2023-04-12 03:30:00+10,0.0187,,,
64167,1,2023-04-12 04:00:00+10,0.0312,,,
64167,1,2023-04-12 04:30:00+10,0.0500,,,
64167,1,2023-04-12 05:00:00+10,0.0187,,,
64167,1,2023-04-12 05:30:00+10,0.0187,,,
64167,1,2023-04-12 06:00:00+10,0.6437,,,
64167,1,2023-04-12 06:30:00+10,1.0625,,,
64167,1,2023-04-12 07:00:00+10,0.1250,,,
64167,1,2023-04-12 07:30:00+10,1.0437,,,
64167,1,2023-04-12 08:00:00+10,1.8562,,,
64167,1,2023-04-12 08:30:00+10,1.0062,,,
64167,1,2023-04-12 09:00:00+10,0.7625,,,
64167,1,2023-04-12 09:30:00+10,0.0750,,,
64167,1,2023-04-12 10:00:00+10,0.0437,,,
64167,1,2023-04-12 10:30:00+10,0.0812,,,
64167,1,2023-04-12 11:00:00+10,0.0750,,,
64167,1,2023-04-12 11:30:00+10,0.1312,,,
64167,1,2023-04-12 12:00:00+10,0.0250,,,
64167,1,2023-04-12 12:30:00+10,0.0125,,,
64167,1,2023-04-12 13:00:00+10,0.0625,,,
64167,1,2023-04-12 13:30:00+10,0.0187,,,
64167,1,2023-04-12 14:00:00+10,0.0187,,,
64167,1,2023-04-12 14:30:00+10,0.0562,,,
64167,1,2023-04-12 15:00:00+10,0.0250,,,
64167,1,2023-04-12 15:30:00+10,0.1187,,,
64167,1,2023-04-12 16:00:00+10,0.0875,,,
64167,1,2023-04-12 16:30:00+10,0.0875,,,
64167,1,2023-04-12 17:00:00+10,0.1187,,,
64167,1,2023-04-12 17:30:00+10,0.1375,,,
64167,1,2023-04-12 18:00:00+10,0.5437,,,
64167,1,2023-04-12 18:30:00+10,0.1500,,,
64167,1,2023-04-12 19:00:00+10,0.1312,,,
64167,1,2023-04-12 19:30:00+10,0.0875,,,
64167,1,2023-04-12 20:00:00+10,0.1062,,,
64167,1,2023-04-12 20:30:00+10,0.1125,,,
64167,1,2023-04-12 21:00:00+10,0.0812,,,
64167,1,2023-04-12 21:30:00+10,0.1187,,,
64167,1,2023-04-12 22:00:00+10,0.1062,,,
64167,1,2023-04-12 22:30:00+10,0.0875,,,
64167,1,2023-04-12 23:00:00+10,0.0750,,,
64167,1,2023-04-12 23:30:00+10,0.0500,,,
64167,1,2023-04-13 00:00:00+10,0.0187,,,
415904,1,2023-04-12 00:00:00+10,0.0312,,,
415904,1,2023-04-12 00:30:00+10,0.1937,,,
415904,1,2023-04-12 01:00:00+10,0.0250,,,
415904,1,2023-04-12 01:30:00+10,0.0437,,,
415904,1,2023-04-12 02:00:00+10,0.0125,,,
415904,1,2023-04-12 02:30:00+10,0.0312,,,
415904,1,2023-04-12 03:00:00+10,0.0375,,,
415904,1,2023-04-12 03:30:00+10,0.0125,,,
415904,1,2023-04-12 04:00:00+10,0.0375,,,
415904,1,2023-04-12 04:30:00+10,0.0125,,,
415904,1,2023-04-12 05:00:00+10,0.0312,,,
415904,1,2023-04-12 05:30:00+10,0.0312,,,
415904,1,2023-04-12 06:00:00+10,0.0125,,,
415904,1,2023-04-12 06:30:00+10,0.0375,,,
415904,1,2023-04-12 07:00:00+10,0.1000,,,
415904,1,2023-04-12 07:30:00+10,0.0562,,,
415904,1,2023-04-12 08:00:00+10,0.0312,,,
415904,1,2023-04-12 08:30:00+10,0.0250,,,
415904,1,2023-04-12 09:00:00+10,0.0375,,,
415904,1,2023-04-12 09:30:00+10,0.0062,,,
415904,1,2023-04-12 10:00:00+10,0.0375,,,
415904,1,2023-04-12 10:30:00+10,0.0125,,,
415904,1,2023-04-12 11:00:00+10,0.0312,,,
415904,1,2023-04-12 11:30:00+10,0.0250,,,
415904,1,2023-04-12 12:00:00+10,0.0187,,,
415904,1,2023-04-12 12:30:00+10,0.0375,,,
415904,1,2023-04-12 13:00:00+10,0.0125,,,
415904,1,2023-04-12 13:30:00+10,0.0312,,,
415904,1,2023-04-12 14:00:00+10,0.0187,,,
415904,1,2023-04-12 14:30:00+10,0.0250,,,
415904,1,2023-04-12 15:00:00+10,0.0375,,,
415904,1,2023-04-12 15:30:00+10,0.0125,,,
415904,1,2023-04-12 16:00:00+10,0.0312,,,
415904,1,2023-04-12 16:30:00+10,0.0187,,,
415904,1,2023-04-12 17:00:00+10,0.0250,,,
415904,1,2023-04-12 17:30:00+10,0.0312,,,
415904,1,2023-04-12 18:00:00+10,0.0187,,,
415904,1,2023-04-12 18:30:00+10,0.0625,,,
415904,1,2023-04-12 19:00:00+10,0.0937,,,
415904,1,2023-04-12 19:30:00+10,0.0500,,,
415904,1,2023-04-12 20:00:00+10,0.0375,,,
415904,1,2023-04-12 20:30:00+10,0.1312,,,
415904,1,2023-04-12 21:00:00+10,0.0375,,,
415904,1,2023-04-12 21:30:00+10,0.0187,,,
415904,1,2023-04-12 22:00:00+10,0.0375,,,
415904,1,2023-04-12 22:30:00+10,0.0187,,,
415904,1,2023-04-12 23:00:00+10,0.0312,,,
415904,1,2023-04-12 23:30:00+10,0.0187,,,
415904,1,2023-04-13 00:00:00+10,0.0312,,,
682223,1,2023-04-12 00:00:00+10,0.0750,,,
682223,1,2023-04-12 00:30:00+10,0.0750,,,
682223,1,2023-04-12 01:00:00+10,0.0625,,,
682223,1,2023-04-12 01:30:00+10,0.0500,,,
682223,1,2023-04-12 02:00:00+10,0.0437,,,
682223,1,2023-04-12 02:30:00+10,0.0375,,,
682223,1,2023-04-12 03:00:00+10,0.0562,,,
682223,1,2023-04-12 03:30:00+10,0.0500,,,
682223,1,2023-04-12 04:00:00+10,0.0500,,,
682223,1,2023-04-12 04:30:00+10,0.1937,,,
682223,1,2023-04-12 05:00:00+10,0.0500,,,
682223,1,2023-04-12 05:30:00+10,0.0437,,,
682223,1,2023-04-12 06:00:00+10,0.0375,,,
682223,1,2023-04-12 06:30:00+10,0.0312,,,
682223,1,2023-04-12 07:00:00+10,0.0312,,,
682223,1,2023-04-12 07:30:00+10,0.0437,,,
682223,1,2023-04-12 08:00:00+10,0.0437,,,
682223,1,2023-04-12 08:30:00+10,0.0375,,,
682223,1,2023-04-12 09:00:00+10,0.0312,,,
682223,1,2023-04-12 09:30:00+10,0.0312,,,
682223,1,2023-04-12 10:00:00+10,0.0437,,,
682223,1,2023-04-12 10:30:00+10,0.0437,,,
682223,1,2023-04-12 11:00:00+10,0.0437,,,
682223,1,2023-04-12 11:30:00+10,0.0312,,,
682223,1,2023-04-12 12:00:00+10,0.0312,,,
682223,1,2023-04-12 12:30:00+10,0.0437,,,
682223,1,2023-04-12 13:00:00+10,0.0437,,,
682223,1,2023-04-12 13:30:00+10,0.0437,,,
682223,1,2023-04-12 14:00:00+10,0.0312,,,
682223,1,2023-04-12 14:30:00+10,0.0312,,,
682223,1,2023-04-12 15:00:00+10,0.0437,,,
682223,1,2023-04-12 15:30:00+10,0.0437,,,
682223,1,2023-04-12 16:00:00+10,0.0437,,,
682223,1,2023-04-12 16:30:00+10,0.0312,,,
682223,1,2023-04-12 17:00:00+10,0.0312,,,
682223,1,2023-04-12 17:30:00+10,0.2812,,,
682223,1,2023-04-12 18:00:00+10,0.6750,,,
682223,1,2023-04-12 18:30:00+10,0.8875,,,
682223,1,2023-04-12 19:00:00+10,0.4125,,,
682223,1,2023-04-12 19:30:00+10,0.3687,,,
682223,1,2023-04-12 20:00:00+10,0.1812,,,
682223,1,2023-04-12 20:30:00+10,0.1500,,,
682223,1,2023-04-12 21:00:00+10,0.2062,,,
682223,1,2023-04-12 21:30:00+10,0.1062,,,
682223,1,2023-04-12 22:00:00+10,0.1125,,,
682223,1,2023-04-12 22:30:00+10,0.1062,,,
682223,1,2023-04-12 23:00:00+10,0.1125,,,
682223,1,2023-04-12 23:30:00+10,0.1062,,,
682223,1,2023-04-13 00:00:00+10,0.1125,,,
327277,1,2023-04-12 00:00:00+10,0.1375,,,
327277,1,2023-04-12 00:30:00+10,0.0625,,,
327277,1,2023-04-12 01:00:00+10,0.0750,,,
327277,1,2023-04-12 01:30:00+10,0.0375,,,
327277,1,2023-04-12 02:00:00+10,0.0500,,,
327277,1,2023-04-12 02:30:00+10,0.0437,,,
327277,1,2023-04-12 03:00:00+10,0.0437,,,
327277,1,2023-04-12 03:30:00+10,0.0437,,,
327277,1,2023-04-12 04:00:00+10,0.0375,,,
327277,1,2023-04-12 04:30:00+10,0.0375,,,
327277,1,2023-04-12 05:00:00+10,0.0375,,,
327277,1,2023-04-12 05:30:00+10,0.0375,,,
327277,1,2023-04-12 06:00:00+10,0.0437,,,
327277,1,2023-04-12 06:30:00+10,0.0437,,,
327277,1,2023-04-12 07:00:00+10,0.5750,,,
327277,1,2023-04-12 07:30:00+10,0.1500,,,
327277,1,2023-04-12 08:00:00+10,0.5875,,,
327277,1,2023-04-12 08:30:00+10,0.0875,,,
327277,1,2023-04-12 09:00:00+10,0.9937,,,
327277,1,2023-04-12 09:30:00+10,0.2687,,,
327277,1,2023-04-12 10:00:00+10,1.4625,,,
327277,1,2023-04-12 10:30:00+10,0.8125,,,
327277,1,2023-04-12 11:00:00+10,0.0437,,,
327277,1,2023-04-12 11:30:00+10,0.6875,,,
327277,1,2023-04-12 12:00:00+10,0.9375,,,
327277,1,2023-04-12 12:30:00+10,0.5687,,,
327277,1,2023-04-12 13:00:00+10,0.0312,,,
327277,1,2023-04-12 13:30:00+10,0.7625,,,
327277,1,2023-04-12 14:00:00+10,0.1562,,,
327277,1,2023-04-12 14:30:00+10,0.1000,,,
327277,1,2023-04-12 15:00:00+10,0.0687,,,
